TC,LOC,SC,E
org.apache.commons.codec.binary.HexTest#testEncodeHexPartialInput,17,10,174.816666
org.apache.commons.codec.digest.MurmurHash3Test#testHash32Long,12,5,177.013901
org.apache.commons.codec.digest.DigestUtilsTest#testShaHex,6,4,178.815948
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testDigestPath,5,4,169.806351
org.apache.commons.codec.binary.Base64Test#testRfc2045Section6Dot8ChunkSizeDefinition,3,2,177.03833
org.apache.commons.codec.net.QuotedPrintableCodecTest#testSoftLineBreakEncode,8,6,173.635178
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testIsEncodeEquals_CornerCase_SecondNameNothing_ReturnsFalse,3,2,177.61972
org.apache.commons.codec.language.ColognePhoneticTest#testSpecialCharsBetweenSameLetters,4,1,180.274567
org.apache.commons.codec.digest.MurmurHash3Test#testHash64InNotEqualToHash128,9,6,191.042542
org.apache.commons.codec.binary.HexTest#testDecodeBadCharacterPos1,3,3,178.009705
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testIsEncodeEquals_CornerCase_SecondNameNull_ReturnsFalse,3,2,177.893433
org.apache.commons.codec.digest.HmacUtilsTest#testNullKey,3,1,173.990952
org.apache.commons.codec.binary.Base64Codec13Test#testDecoder,10,0,172.005707
org.apache.commons.codec.binary.Base32InputStreamTest#testBase32InputStreamByteByByte,15,2,173.317032
org.apache.commons.codec.binary.Base64InputStreamTest#testSkipToEnd,8,12,174.628204
org.apache.commons.codec.binary.Base32Test#testBase32DecodingOfTrailing25Bits,3,0,176.781372
org.apache.commons.codec.digest.HmacUtilsTest#testMd5HMacFail,3,1,174.86058
org.apache.commons.codec.binary.Base32Test#testBase32BinarySamples,13,0,173.692657
org.apache.commons.codec.language.DoubleMetaphoneTest#testEmpty,6,5,178.788376
org.apache.commons.codec.binary.Base64Test#testDecodePadMarkerIndex3,4,3,179.016632
org.apache.commons.codec.binary.HexTest#testCustomCharsetToString,3,5,174.759064
org.apache.commons.codec.binary.Base64Test#testCodeIntegerEdgeCases,2,1,181.152695
org.apache.commons.codec.binary.CharSequenceUtilsTest#testConstructor,3,0,172.245102
org.apache.commons.codec.net.QCodecTest#testInvalidEncoding,3,1,174.862045
org.apache.commons.codec.binary.StringUtilsTest#testGetBytesUncheckedNullInput,3,2,175.290298
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testGetMinRating_2_Returns5_Successfully,3,2,177.42157
org.apache.commons.codec.digest.MurmurHash2Test#testHash64StringIntInt,4,2,171.956665
org.apache.commons.codec.language.DoubleMetaphoneTest#testCCedilla,3,2,173.664215
org.apache.commons.codec.binary.HexTest#testDecodeByteArrayObjectEmpty,3,4,178.312012
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot,3,2,179.430756
org.apache.commons.codec.binary.HexTest#testEncodeHexByteString_ByteBufferOfZeroes,4,2,177.596878
org.apache.commons.codec.language.SoundexTest#testMsSqlServer2,3,1,176.777451
org.apache.commons.codec.net.URLCodecTest#testBasicEncodeDecode,8,5,176.921921
org.apache.commons.codec.digest.Md5CryptTest#testMd5CryptStrings,8,6,177.835541
org.apache.commons.codec.binary.Base64Test#testBase64,18,6,174.816238
org.apache.commons.codec.binary.Base64Test#testCodec265,11,2,184.555588
org.apache.commons.codec.binary.Base64InputStreamTest#testCodec101,11,6,176.621109
org.apache.commons.codec.digest.HmacUtilsTest#testSha256HMacFail,3,1,177.200729
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testGetMinRating_1_Returns5_Successfully,3,2,177.397186
org.apache.commons.codec.binary.HexTest#testEncodeHexByteString_ByteArrayBoolean_ToLowerCase,3,2,175.349243
org.apache.commons.codec.binary.StringUtilsTest#testEqualsCS2,6,5,174.83519
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testRemoveVowel__AIDAN_Returns_ADN,3,1,179.068069
org.apache.commons.codec.binary.Base32Test#testBase32Samples,6,0,177.174576
org.apache.commons.codec.binary.Base16Test#testObjectEncodeWithInvalidParameter,3,1,174.9048
org.apache.commons.codec.binary.Base64InputStreamTest#testSkipPastEnd,8,12,177.848633
org.apache.commons.codec.binary.Base64InputStreamTest#testReadMultipleBufferSizes,16,7,192.870392
org.apache.commons.codec.net.QuotedPrintableCodecTest#testDecodeObjects,13,4,172.354523
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_COLM_COLIN_WithAccentsAndSymbolsAndSpaces_SuccessfullyMatched,3,2,177.005539
org.apache.commons.codec.language.SoundexTest#testMsSqlServer1,4,3,176.595215
org.apache.commons.codec.language.MetaphoneTest#testIsMetaphoneEqualParis,3,0,177.338821
org.apache.commons.codec.binary.Base16InputStreamTest#testRead0,10,6,189.238007
org.apache.commons.codec.binary.Base64Test#testCodec68,4,2,176.203506
org.apache.commons.codec.net.QuotedPrintableCodecTest#testEncodeObjects,13,4,176.281921
org.apache.commons.codec.net.QCodecTest#testEncodeDecodeBlanks,16,10,175.151794
