"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:11:30:652","41391209103197","   2.035","  59.791"," 2927","  900"," 3300"," 3800","  26.385","  45.122","  12.534","  21.896","  37.014","  10.282"," 96","0"," 84"," 98","  91.991","1602.000"," 445.000","  28.000","    0","  300"
"15:11:30:757","41391419271259","   2.140","  76.201"," 3091","  700"," 3300"," 3800","  30.780","  48.362","  13.434","  26.364","  39.789","  11.052"," 97","0"," 90","100","  96.163","1692.000"," 470.000","  28.000","    0","  300"
"15:11:30:858","41391620404623","   2.241","  57.086"," 2941","  700"," 3400"," 3800","  25.493","  50.930","  14.147","  21.353","  41.939","  11.650"," 99","0"," 84","100","  94.689","1776.000"," 493.333","  28.000","    0","  300"
"15:11:30:958","41391820814495","   2.341","  62.233"," 2984","  700"," 3300"," 3800","  27.292","  53.669","  14.908","  22.766","  44.224","  12.285"," 95","0"," 83","100","  93.659","1859.000"," 516.389","  28.000","    0","  300"
"15:11:31:060","41392024484925","   2.443","  63.492"," 2921"," 1000"," 3300"," 3800","  26.042","  56.325","  15.646","  21.540","  46.421","  12.895"," 97","0"," 83"," 99","  93.839","1942.000"," 539.444","  28.000","    0","  300"
"15:11:31:163","41392230155081","   2.546","  58.256"," 2845","  700"," 3300"," 3800","  25.718","  58.974","  16.382","  21.605","  48.647","  13.513"," 96","0"," 86"," 99","  92.971","2028.000"," 563.333","  28.000","    0","  300"
"15:11:31:264","41392430632743","   2.646","  77.343"," 3116"," 1400"," 3300"," 3800","  29.112","  61.897","  17.194","  24.435","  51.100","  14.194"," 99","0"," 87","100","  95.021","2115.000"," 587.500","  28.000","    0","  300"
"15:11:31:364","41392631320313","   2.747","  85.197"," 3138","  700"," 3500"," 3800","  32.082","  65.121","  18.089","  27.569","  53.871","  14.964","100","0"," 92","100","  98.927","2207.000"," 613.056","  28.000","    0","  300"
"15:11:31:467","41392836149703","   2.849","  68.619"," 2862","  700"," 3300"," 3800","  26.233","  67.812","  18.837","  22.129","  56.141","  15.595"," 96","0"," 89","100","  95.325","2296.000"," 637.778","  28.000","    0","  300"
"15:11:31:570","41393041642479","   2.952","  63.630"," 2922","  700"," 3300"," 3800","  26.765","  70.567","  19.602","  22.435","  58.449","  16.236"," 96","0"," 88","100","  94.383","2384.000"," 662.222","  28.000","    0","  300"
"15:11:31:674","41393249269825","   3.056","  65.622"," 2924","  700"," 3300"," 3800","  26.716","  73.345","  20.374","  22.382","  60.777","  16.882"," 96","0"," 86","100","  95.054","2470.000"," 686.111","  28.000","    0","  300"
"15:11:31:774","41393449500483","   3.157","  68.890"," 2913","  700"," 3300"," 3800","  26.272","  75.979","  21.105","  21.590","  62.942","  17.484"," 96","0"," 86","100","  93.715","2556.000"," 710.000","  28.000","    0","  300"
"15:11:31:874","41393649529033","   3.257","  62.490"," 2819","  700"," 3300"," 3800","  25.921","  78.576","  21.827","  21.731","  65.119","  18.088"," 98","0"," 85"," 99","  93.011","2641.000"," 733.611","  28.000","    0","  300"
"15:11:31:979","41393858950549","   3.362","  36.113"," 2677","  700"," 3300"," 3699","  18.707","  80.538","  22.372","  14.661","  66.656","  18.516"," 96","0"," 79"," 99","  88.888","2720.000"," 755.556","  28.000","    0","  300"
"15:11:32:083","41394066164107","   3.465","  61.689"," 2974"," 1300"," 3400"," 3800","  27.135","  83.354","  23.154","  22.447","  68.986","  19.163"," 97","0"," 85"," 98","  92.843","2805.000"," 779.167","  28.000","    0","  300"
"15:11:32:183","41394266372059","   3.566","  48.702"," 2744","  700"," 3300"," 3780","  21.909","  85.550","  23.764","  17.809","  70.771","  19.659"," 95","0"," 81"," 99","  91.926","2886.000"," 801.667","  28.000","    0","  300"
"15:11:32:284","41394468069275","   3.667","  54.953"," 2855","  700"," 3300"," 3800","  24.259","  88.001","  24.445","  19.712","  72.762","  20.212"," 97","0"," 81"," 97","  90.605","2967.000"," 824.167","  28.000","    0","  300"
"15:11:32:388","41394676487051","   3.771","  62.909"," 3081","  700"," 3300"," 3800","  28.611","  90.987","  25.274","  24.000","  75.267","  20.908","100","0"," 86","100","  94.674","3053.000"," 848.056","  28.000","    0","  300"
"15:11:32:490","41394879792067","   3.873","  55.844"," 2967","  700"," 3300"," 3800","  25.234","  93.556","  25.988","  20.296","  77.334","  21.482"," 95","0"," 85","100","  93.132","3138.000"," 871.667","  28.000","    0","  300"
"15:11:32:590","41395080193489","   3.973","  51.722"," 2907"," 1000"," 3300"," 3800","  24.080","  95.973","  26.659","  19.730","  79.314","  22.032"," 96","0"," 84"," 99","  92.089","3222.000"," 895.000","  28.000","  500","  500"
"15:11:32:691","41395280651275","   4.074","  55.251"," 2807","  700"," 3300"," 3800","  24.549","  98.437","  27.344","  20.035","  81.325","  22.590"," 94","0"," 85","100","  92.084","3307.000"," 918.611","  28.000","    0","  300"
"15:11:32:795","41395488173561","   4.178","  61.236"," 2946","  700"," 3300"," 3800","  25.986"," 101.138","  28.094","  21.469","  83.557","  23.210"," 96","0"," 84"," 99","  92.365","3391.000"," 941.944","  28.000","    0","  300"
"15:11:32:895","41395689049995","   4.278","  76.652"," 3152","  700"," 3400"," 3800","  30.807"," 104.237","  28.955","  26.131","  86.185","  23.940","100","0"," 85","100","  97.046","3476.000"," 965.556","  28.000","    0","  300"
"15:11:32:998","41395894817629","   4.381","  84.966"," 3030","  700"," 3300"," 3800","  30.162"," 107.345","  29.818","  25.568","  88.820","  24.672","100","0"," 89","100","  97.903","3565.000"," 990.278","  28.000","    0","  300"
"15:11:33:099","41396094937233","   4.481","  70.512"," 3107","  700"," 3300"," 3800","  29.388"," 110.291","  30.636","  24.762","  91.302","  25.362"," 98","0"," 89","100","  97.354","3654.000","1015.000","  28.000","    0","  300"
"15:11:33:202","41396301444007","   4.585","  71.928"," 3147","  700"," 3300"," 3800","  29.528"," 113.344","  31.485","  25.017","  93.889","  26.080","100","0"," 90","100","  97.577","3744.000","1040.000","  28.000","    0","  300"
"15:11:33:307","41396511234117","   4.690","  89.836"," 3157"," 1300"," 3300"," 3800","  31.102"," 116.612","  32.392","  26.111","  96.632","  26.842"," 98","0"," 92","100","  98.598","3836.000","1065.556","  28.000","    0","  300"
"15:11:33:408","41396713404285","   4.791","  81.631"," 3091","  700"," 3300"," 3800","  29.076"," 119.556","  33.210","  24.524","  99.115","  27.532","100","0"," 93","100","  97.335","3929.000","1091.389","  28.000","    0","  300"
"15:11:33:512","41396920505471","   4.895","  83.386"," 3066","  700"," 3300"," 3800","  28.750"," 122.538","  34.038","  24.129"," 101.618","  28.227","100","0"," 90","100","  97.666","4019.000","1116.389","  28.000","    0","  300"
"15:11:33:612","41397120860357","   4.995","  59.653"," 2776","  700"," 3300"," 3800","  25.089"," 125.055","  34.738","  20.762"," 103.701","  28.806"," 94","0"," 87","100","  94.515","4106.000","1140.556","  28.000","    0","  300"
"15:11:33:713","41397321146927","   5.096","  49.009"," 2910","  700"," 3300"," 3800","  25.449"," 127.608","  35.447","  21.015"," 105.809","  29.391"," 97","0"," 86"," 99","  93.849","4192.000","1164.444","  28.000","    0","  300"
"15:11:33:813","41397521948559","   5.196","  54.653"," 2988","  700"," 3600"," 3800","  27.119"," 130.335","  36.204","  22.629"," 108.085","  30.023"," 98","0"," 88","100","  94.921","4280.000","1188.889","  28.000","    0","  300"
"15:11:33:914","41397722545223","   5.297","  52.797"," 2829","  700"," 3400"," 3800","  24.326"," 132.779","  36.883","  19.850"," 110.079","  30.577"," 94","0"," 84","100","  92.487","4364.000","1212.222","  28.000","    0","  300"
"15:11:34:016","41397926951079","   5.399","  44.822"," 2937","  700"," 3300"," 3800","  24.150"," 135.251","  37.570","  19.177"," 112.042","  31.123"," 94","0"," 84"," 98","  91.636","4448.000","1235.556","  28.000","    0","  300"
"15:11:34:120","41398135140677","   5.503","  52.568"," 2941","  700"," 3300"," 3800","  25.821"," 137.943","  38.317","  21.363"," 114.269","  31.741"," 96","0"," 83","100","  93.443","4531.000","1258.611","  28.000","    0","  300"
"15:11:34:225","41398344399229","   5.608","  48.538"," 2882","  700"," 3300"," 3800","  25.776"," 140.644","  39.068","  21.591"," 116.532","  32.370"," 99","0"," 84","100","  93.865","4615.000","1281.944","  28.000","    0","  300"
"15:11:34:327","41398548299243","   5.710","  59.114"," 3165","  700"," 3300"," 3800","  28.593"," 143.564","  39.879","  24.457"," 119.029","  33.064","100","0"," 84","100","  96.109","4699.000","1305.278","  28.000","    0","  300"
"15:11:34:428","41398748552319","   5.810","  80.191"," 3078","  700"," 3300"," 3800","  30.206"," 146.593","  40.720","  25.989"," 121.635","  33.788","100","0"," 95","100","  98.503","4794.000","1331.667","  28.000","    0","  300"
"15:11:34:528","41398949106993","   5.911","  77.759"," 3011","  700"," 3300"," 3800","  29.065"," 149.512","  41.531","  24.684"," 124.115","  34.476"," 99","0"," 92","100","  97.594","4886.000","1357.222","  28.000","    0","  300"
"15:11:34:628","41399149396305","   6.011","  82.349"," 2967","  700"," 3200"," 3800","  28.291"," 152.350","  42.319","  23.984"," 126.520","  35.145","100","0"," 92","100","  97.726","4978.000","1382.778","  28.000","    0","  300"
"15:11:34:729","41399349571777","   6.111","  62.235"," 2908","  700"," 3300"," 3800","  26.432"," 155.000","  43.056","  22.212"," 128.747","  35.763"," 99","0"," 89","100","  96.416","5067.000","1407.500","  28.000","    0","  300"
"15:11:34:831","41399554746691","   6.214","  50.134"," 2810","  700"," 3300"," 3800","  23.733"," 157.438","  43.733","  19.586"," 130.760","  36.322"," 98","0"," 85","100","  93.495","5152.000","1431.111","  28.000","    0","  300"
"15:11:34:933","41399757796555","   6.316","  47.356"," 2521","  700"," 3300"," 3800","  20.114"," 159.484","  44.301","  16.091"," 132.396","  36.777"," 90","0"," 80","100","  91.262","5232.000","1453.333","  28.000","    0","  300"
"15:11:35:036","41399964235009","   6.419","  61.148"," 2924","  700"," 3300"," 3800","  27.134"," 162.289","  45.080","  22.781"," 134.751","  37.431"," 96","0"," 84"," 99","  93.759","5316.000","1476.667","  28.000","    0","  300"
"15:11:35:137","41400164768741","   6.520","  53.232"," 2681","  700"," 3300"," 3800","  22.165"," 164.515","  45.699","  17.594"," 136.518","  37.922"," 93","0"," 83"," 99","  91.611","5399.000","1499.722","  28.000","    0","  300"
"15:11:35:241","41400372559693","   6.624","  61.832"," 2956","  700"," 3300"," 3800","  26.936"," 167.318","  46.477","  22.256"," 138.834","  38.565"," 96","0"," 84"," 99","  93.254","5483.000","1523.056","  28.000","    0","  300"
"15:11:35:342","41400574566737","   6.725","  64.680"," 3140","  700"," 3300"," 3800","  28.803"," 170.232","  47.287","  24.291"," 141.291","  39.248"," 98","0"," 88","100","  96.412","5571.000","1547.500","  28.000","    0","  300"
"15:11:35:445","41400779368117","   6.827","  68.056"," 2993","  700"," 3300"," 3800","  27.152"," 173.017","  48.060","  22.855"," 143.635","  39.899"," 99","0"," 87","100","  95.836","5658.000","1571.667","  28.000","    0","  300"
"15:11:35:545","41400980019021","   6.928","  69.624"," 2908","  700"," 3300"," 3800","  27.748"," 175.805","  48.835","  23.472"," 145.994","  40.554"," 96","0"," 88","100","  97.395","5746.000","1596.111","  28.000","    0","  300"
"15:11:35:645","41401180533405","   7.028","  67.476"," 2973","  700"," 3300"," 3800","  27.823"," 178.599","  49.611","  23.570"," 148.361","  41.211"," 99","0"," 88","100","  97.108","5834.000","1620.556","  28.000","    0","  300"
"15:11:35:747","41401383016619","   7.130","  69.123"," 2964","  700"," 3300"," 3800","  27.515"," 181.389","  50.386","  23.071"," 150.700","  41.861","100","0"," 89","100","  96.234","5923.000","1645.278","  28.000","    0","  300"
"15:11:35:847","41401583119643","   7.230","  54.739"," 2953","  700"," 3300"," 3800","  25.925"," 183.987","  51.108","  21.901"," 152.895","  42.471"," 98","0"," 87","100","  95.779","6010.000","1669.444","  28.000","    0","  300"
"15:11:35:947","41401783577843","   7.330","  56.022"," 2997","  700"," 3300"," 3800","  25.696"," 186.567","  51.824","  21.471"," 155.050","  43.070"," 96","0"," 87","100","  94.969","6097.000","1693.611","  28.000","    0","  300"
"15:11:36:048","41401983871609","   7.431","  53.310"," 2881","  700"," 3300"," 3800","  25.065"," 189.081","  52.522","  20.866"," 157.143","  43.651"," 98","0"," 85","100","  94.749","6182.000","1717.222","  28.000","    0","  300"
"15:11:36:148","41402184388563","   7.531","  55.744"," 2947","  700"," 3300"," 3800","  23.987"," 191.490","  53.192","  19.774"," 159.129","  44.203"," 94","0"," 86"," 99","  92.739","6268.000","1741.111","  28.000","    0","  300"
"15:11:36:252","41402392118123","   7.635","  48.135"," 2958","  700"," 3300"," 3800","  23.172"," 193.900","  53.861","  19.030"," 161.109","  44.752"," 95","0"," 84"," 99","  92.534","6352.000","1764.444","  28.000","    0","  300"
"15:11:36:357","41402601274143","   7.740","  43.008"," 2927","  700"," 3300"," 3800","  21.672"," 196.170","  54.492","  17.571"," 162.949","  45.264"," 97","0"," 83"," 98","  91.571","6435.000","1787.500","  28.000","    0","  300"
"15:11:36:458","41402803889119","   7.841","  47.839"," 2839","  700"," 3300"," 3800","  21.312"," 198.333","  55.092","  17.208"," 164.695","  45.749"," 97","0"," 80"," 98","  90.639","6515.000","1809.722","  28.000","    0","  300"
"15:11:36:561","41403007911795","   7.943","  47.266"," 2840","  700"," 3300"," 3800","  21.978"," 200.578","  55.716","  17.712"," 166.505","  46.251"," 99","0"," 79"," 99","  91.170","6594.000","1831.667","  28.000","    0","  300"
"15:11:36:663","41403213365037","   8.046","  51.961"," 2997","  700"," 3300"," 3798","  23.477"," 202.994","  56.387","  19.080"," 168.468","  46.797"," 99","0"," 82","100","  92.220","6676.000","1854.444","  28.000","    0","  300"
"15:11:36:765","41403416581357","   8.148","  50.027"," 2499","  700"," 3300"," 3349","  16.965"," 204.721","  56.867","  13.059"," 169.797","  47.166"," 80","0"," 77","100","  92.079","6753.000","1875.833","  28.000","    0","  300"

"Total Elapsed Time (sec) = 8.148086"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 204.720520"
"Cumulative Package Energy_0 (mWh) = 56.866811"
"Average Package Power_0 (Watt) = 25.124983"

"Cumulative IA Energy_0 (Joules) = 169.797302"
"Cumulative IA Energy_0 (mWh) = 47.165917"
"Average Package IA_0 (Watt) = 20.838919"

"Cumulative DRAM Energy_0 (Joules) = 6753.000000"
"Cumulative DRAM Energy_0 (mWh) = 1875.833333"
"Average Package DRAM_0 (Watt) = 828.783611"
