"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:10:35:853","41281784832309","   1.236","  42.497"," 3054"," 1900"," 3300"," 3800","  21.376","  23.743","   6.595","  17.278","  18.761","   5.211"," 90","0"," 73"," 92","  83.040"," 858.000"," 238.333","  28.000","    0","  300"
"15:10:35:954","41281985475309","   1.337","  46.424"," 3050"," 2200"," 3300"," 3800","  23.183","  26.073","   7.242","  19.147","  20.685","   5.746"," 88","0"," 75"," 92","  84.083"," 933.000"," 259.167","  28.000","    0","  300"
"15:10:36:058","41282193452301","   1.441","  43.417"," 3028","  800"," 3300"," 3800","  21.830","  28.346","   7.874","  17.822","  22.541","   6.261"," 85","0"," 75"," 94","  83.692","1008.000"," 280.000","  28.000","    0","  300"
"15:10:36:161","41282399192057","   1.544","  50.392"," 3061"," 2200"," 3300"," 3800","  23.879","  30.807","   8.557","  19.692","  24.570","   6.825"," 92","0"," 76"," 93","  84.578","1084.000"," 301.111","  28.000","    0","  300"
"15:10:36:261","41282599425363","   1.644","  57.626"," 3077","  700"," 3300"," 3800","  25.877","  33.402","   9.278","  21.426","  26.719","   7.422"," 94","0"," 77"," 94","  86.787","1161.000"," 322.500","  28.000","    0","  300"
"15:10:36:361","41282799686483","   1.744","  48.330"," 3061"," 2200"," 3300"," 3800","  25.489","  35.958","   9.988","  21.382","  28.863","   8.017"," 94","0"," 78"," 97","  87.751","1239.000"," 344.167","  28.000","    0","  300"
"15:10:36:463","41283002983373","   1.846","  52.004"," 3062"," 2200"," 3300"," 3800","  24.600","  38.462","  10.684","  20.355","  30.935","   8.593"," 93","0"," 78"," 96","  86.888","1317.000"," 365.833","  28.000","    0","  300"
"15:10:36:563","41283203470023","   1.947","  49.757"," 3064"," 2200"," 3300"," 3800","  24.938","  40.966","  11.380","  20.536","  32.997","   9.166"," 91","0"," 79"," 93","  87.040","1396.000"," 387.778","  28.000","    0","  300"
"15:10:36:667","41283410856487","   2.050","  46.361"," 3049"," 2200"," 3300"," 3800","  23.800","  43.438","  12.066","  19.611","  35.034","   9.732"," 87","0"," 78"," 92","  86.015","1474.000"," 409.444","  28.000","    0","  300"
"15:10:36:769","41283613906031","   2.152","  50.183"," 3065"," 2200"," 3300"," 3800","  25.317","  46.013","  12.781","  20.885","  37.158","  10.322"," 92","0"," 78"," 95","  86.598","1552.000"," 431.111","  28.000","    0","  300"
"15:10:36:869","41283814132315","   2.252","  48.332"," 3073"," 2200"," 3300"," 3800","  24.540","  48.473","  13.465","  20.314","  39.195","  10.887"," 91","0"," 79"," 95","  87.190","1631.000"," 453.056","  28.000","    0","  300"
"15:10:36:970","41284014295163","   2.353","  50.380"," 3090"," 2200"," 3300"," 3800","  24.250","  50.904","  14.140","  20.087","  41.208","  11.447"," 91","0"," 78"," 95","  87.375","1709.000"," 474.722","  28.000","    0","  300"
"15:10:37:075","41284223951183","   2.458","  52.692"," 3101"," 2200"," 3300"," 3800","  24.886","  53.517","  14.866","  20.571","  43.368","  12.047"," 94","0"," 77"," 95","  87.924","1786.000"," 496.111","  28.000","    0","  300"
"15:10:37:180","41284434022897","   2.563","  49.937"," 3048","  700"," 3300"," 3800","  24.900","  56.137","  15.594","  20.777","  45.554","  12.654"," 91","0"," 80"," 96","  87.987","1866.000"," 518.333","  28.000","    0","  300"
"15:10:37:280","41284634208823","   2.663","  54.802"," 3107"," 2200"," 3300"," 3800","  26.553","  58.799","  16.333","  22.317","  47.791","  13.275"," 96","0"," 78"," 96","  88.602","1944.000"," 540.000","  28.000","    0","  300"
"15:10:37:384","41284841032155","   2.767","  55.981"," 3116"," 2200"," 3300"," 3800","  27.066","  61.602","  17.112","  22.939","  50.167","  13.935"," 95","0"," 79"," 96","  90.213","2023.000"," 561.944","  28.000","    0","  300"
"15:10:37:484","41285041197707","   2.867","  49.200"," 3063"," 2200"," 3300"," 3800","  25.433","  64.152","  17.820","  21.316","  52.304","  14.529"," 93","0"," 77"," 96","  88.938","2100.000"," 583.333","  28.000","    0","  300"
"15:10:37:584","41285241620621","   2.967","  52.028"," 3071"," 2200"," 3300"," 3800","  26.209","  66.782","  18.551","  21.809","  54.493","  15.137"," 94","0"," 77"," 98","  88.846","2177.000"," 604.722","  28.000","    0","  300"
"15:10:37:689","41285450127037","   3.072","  46.551"," 3052"," 2200"," 3300"," 3800","  23.734","  69.261","  19.239","  19.383","  56.517","  15.699"," 93","0"," 76"," 96","  87.199","2253.000"," 625.833","  28.000","    0","  300"
"15:10:37:792","41285656755885","   3.175","  50.578"," 3082"," 1300"," 3300"," 3800","  24.790","  71.826","  19.952","  20.607","  58.649","  16.291"," 92","0"," 78"," 95","  87.699","2331.000"," 647.500","  28.000","    0","  300"
"15:10:37:895","41285861408267","   3.278","  49.822"," 3065"," 2200"," 3300"," 3800","  25.215","  74.410","  20.670","  20.960","  60.797","  16.888"," 93","0"," 79"," 96","  88.846","2410.000"," 669.444","  28.000","    0","  300"
"15:10:37:995","41286061867897","   3.378","  48.440"," 3169"," 2200"," 3300"," 3800","  25.160","  76.936","  21.371","  21.029","  62.909","  17.475"," 92","0"," 78"," 97","  88.686","2488.000"," 691.111","  28.000","    0","  300"
"15:10:38:100","41286271008637","   3.483","  32.953"," 3237","  800"," 3300"," 3800","  20.078","  79.039","  21.955","  16.293","  64.615","  17.949"," 92","0"," 75"," 94","  86.675","2563.000"," 711.944","  28.000","    0","  300"
"15:10:38:203","41286476315033","   3.586","  43.762"," 3245"," 2300"," 3300"," 3800","  24.965","  81.606","  22.668","  20.930","  66.767","  18.546"," 96","0"," 75"," 96","  88.632","2638.000"," 732.778","  28.000","    0","  300"
"15:10:38:305","41286680515307","   3.688","  46.163"," 3164"," 2200"," 3300"," 3800","  24.414","  84.103","  23.362","  20.003","  68.813","  19.115"," 91","0"," 80"," 96","  88.413","2718.000"," 755.000","  28.000","    0","  300"
"15:10:38:408","41286887342887","   3.791","  46.231"," 3124"," 1800"," 3300"," 3800","  24.462","  86.636","  24.066","  19.942","  70.878","  19.688"," 89","0"," 80"," 94","  87.883","2798.000"," 777.222","  28.000","  500","  500"
"15:10:38:513","41287096280205","   3.896","  34.682"," 3277","  700"," 3300"," 3800","  21.708","  88.908","  24.697","  17.851","  72.746","  20.207"," 89","0"," 78"," 94","  86.958","2876.000"," 798.889","  28.000","    0","  300"
"15:10:38:617","41287304145117","   4.000","  33.738"," 3289"," 2500"," 3300"," 3800","  21.211","  91.116","  25.310","  17.205","  74.537","  20.705"," 89","0"," 76"," 94","  86.476","2952.000"," 820.000","  28.000","    0","  300"
"15:10:38:717","41287504556487","   4.101","  29.009"," 3287"," 1800"," 3300"," 3800","  17.965","  92.919","  25.811","  14.417","  75.984","  21.107"," 91","0"," 75"," 93","  86.878","3027.000"," 840.833","  28.000","    0","  300"
"15:10:38:819","41287707424677","   4.202","  38.546"," 3151"," 1800"," 3300"," 3800","  21.510","  95.104","  26.418","  17.615","  77.774","  21.604"," 90","0"," 75"," 93","  85.480","3102.000"," 861.667","  28.000","    0","  300"
"15:10:38:922","41287912821755","   4.305","  34.740"," 3288"," 2500"," 3300"," 3800","  21.281","  97.293","  27.026","  17.685","  79.593","  22.109"," 89","0"," 77"," 93","  86.667","3179.000"," 883.056","  28.000","    0","  300"
"15:10:39:025","41288117774893","   4.408","  38.408"," 3289"," 2700"," 3300"," 3800","  23.872","  99.743","  27.707","  20.184","  81.664","  22.685"," 89","0"," 79"," 93","  87.807","3258.000"," 905.000","  28.000","    0","  300"
"15:10:39:125","41288318705685","   4.508","  36.069"," 3243","  700"," 3300"," 3800","  22.145"," 101.972","  28.326","  18.310","  83.507","  23.196"," 89","0"," 78"," 93","  87.301","3336.000"," 926.667","  28.000","    0","  300"
"15:10:39:228","41288524274165","   4.611","  40.419"," 3180","  700"," 3300"," 3800","  22.978"," 104.337","  28.983","  19.073","  85.470","  23.742"," 89","0"," 80"," 93","  87.523","3416.000"," 948.889","  28.000","    0","  300"
"15:10:39:332","41288731975075","   4.715","  49.243"," 3207"," 2200"," 3300"," 3800","  24.187"," 106.853","  29.681","  20.023","  87.553","  24.320"," 89","0"," 77"," 96","  88.387","3493.000"," 970.278","  28.000","    0","  300"
"15:10:39:433","41288932577669","   4.816","  52.017"," 3062","  700"," 3300"," 3800","  25.381"," 109.403","  30.390","  20.822","  89.645","  24.901"," 92","0"," 79"," 96","  88.613","3572.000"," 992.222","  28.000","    0","  300"
"15:10:39:533","41289133174345","   4.916","  32.836"," 3160","  700"," 3300"," 3800","  19.342"," 111.346","  30.929","  15.357","  91.188","  25.330"," 89","0"," 77"," 92","  85.887","3649.000","1013.611","  28.000","    0","  300"
"15:10:39:634","41289333951461","   5.017","  38.825"," 3119","  700"," 3300"," 3800","  21.476"," 113.505","  31.529","  17.395","  92.937","  25.816"," 89","0"," 76"," 93","  87.092","3725.000","1034.722","  28.000","    0","  300"
"15:10:39:735","41289535898257","   5.118","  33.317"," 3238","  700"," 3600"," 3800","  21.899"," 115.720","  32.145","  18.002","  94.758","  26.322"," 92","0"," 75"," 98","  87.253","3800.000","1055.556","  28.000","    0","  300"
"15:10:39:835","41289736443135","   5.218","  34.352"," 3157"," 2300"," 3300"," 3800","  20.913"," 117.821","  32.728","  17.135","  96.478","  26.800"," 92","0"," 78"," 94","  87.000","3878.000","1077.222","  28.000","    0","  300"
"15:10:39:935","41289936684337","   5.318","  34.819"," 3111"," 2000"," 3300"," 3800","  20.604"," 119.887","  33.302","  16.912","  98.174","  27.271"," 93","0"," 75"," 96","  88.166","3953.000","1098.056","  28.000","    0","  300"
"15:10:40:040","41290145110651","   5.423","  33.081"," 3179"," 1500"," 3300"," 3800","  20.175"," 121.993","  33.887","  16.635","  99.911","  27.753"," 93","0"," 74"," 96","  88.024","4027.000","1118.611","  28.000","    0","  300"
"15:10:40:143","41290351924193","   5.526","  27.044"," 3287"," 1600"," 3300"," 3800","  17.794"," 123.836","  34.399","  14.441"," 101.406","  28.168"," 93","0"," 74"," 94","  88.297","4101.000","1139.167","  28.000","    0","  300"
"15:10:40:244","41290552691125","   5.627","  24.332"," 3230"," 2100"," 3300"," 3800","  15.882"," 125.432","  34.842","  12.531"," 102.666","  28.518"," 87","0"," 73"," 94","  85.853","4174.000","1159.444","  28.000","    0","  300"
"15:10:40:346","41290756395737","   5.729","  29.420"," 3192"," 2300"," 3300"," 3800","  18.334"," 127.303","  35.362","  14.737"," 104.170","  28.936"," 93","0"," 74"," 93","  84.371","4248.000","1180.000","  28.000","    0","  300"
"15:10:40:450","41290963762253","   5.833","  36.798"," 3177","  700"," 3300"," 3800","  21.193"," 129.504","  35.973","  17.145"," 105.950","  29.431"," 90","0"," 77"," 94","  87.175","4325.000","1201.389","  28.000","    0","  300"
"15:10:40:554","41291172024039","   5.937","  29.946"," 3210"," 1600"," 3300"," 3800","  19.624"," 131.550","  36.542","  15.442"," 107.561","  29.878"," 91","0"," 76"," 93","  84.182","4401.000","1222.500","  28.000","    0","  300"
"15:10:40:657","41291376915545","   6.040","  30.487"," 3272","  800"," 3300"," 3800","  19.103"," 133.511","  37.086","  15.286"," 109.129","  30.314"," 89","0"," 75"," 94","  84.606","4476.000","1243.333","  28.000","    0","  300"
"15:10:40:757","41291577131549","   6.140","  80.153"," 3167","  700"," 3300"," 3800","  32.400"," 136.759","  37.989","  27.796"," 111.916","  31.088","100","0"," 79","100","  93.693","4555.000","1265.278","  28.000","    0","  300"
"15:10:40:857","41291777281973","   6.240","  38.960"," 2802","  700"," 3700"," 3800","  20.446"," 138.809","  38.558","  16.260"," 113.546","  31.541"," 88","0"," 78","100","  88.569","4633.000","1286.944","  28.000","    0","  300"
"15:10:40:961","41291983793225","   6.344","  32.443"," 3282","  900"," 3300"," 3800","  19.766"," 140.853","  39.126","  15.109"," 115.109","  31.975"," 90","0"," 77"," 92","  85.514","4710.000","1308.333","  28.000","    0","  300"
"15:10:41:061","41292183939577","   6.444","  33.969"," 3274","  700"," 3300"," 3800","  20.305"," 142.888","  39.691","  16.392"," 116.752","  32.431"," 88","0"," 78"," 94","  86.685","4788.000","1330.000","  28.000","    0","  300"
"15:10:41:166","41292392940201","   6.549","  36.076"," 3291"," 2700"," 3300"," 3800","  22.875"," 145.283","  40.356","  19.029"," 118.744","  32.984"," 89","0"," 80"," 93","  87.802","4868.000","1352.222","  28.000","    0","  300"
"15:10:41:266","41292594553859","   6.650","  42.688"," 3176","  700"," 3300"," 3800","  23.224"," 147.627","  41.008","  19.031"," 120.665","  33.518"," 92","0"," 78"," 94","  87.829","4946.000","1373.889","  28.000","    0","  300"
"15:10:41:367","41292794672061","   6.750","  49.680"," 3166","  700"," 3300"," 3800","  27.789"," 150.412","  41.781","  23.692"," 123.040","  34.178"," 95","0"," 84"," 98","  91.827","5030.000","1397.222","  28.000","    0","  300"
"15:10:41:470","41293000187453","   6.853","  49.485"," 3213","  700"," 3300"," 3800","  25.460"," 153.033","  42.509","  21.340"," 125.236","  34.788"," 95","0"," 79"," 98","  92.651","5109.000","1419.167","  28.000","    0","  300"
"15:10:41:574","41293209573471","   6.958","  40.035"," 3290"," 2500"," 3300"," 3800","  25.142"," 155.669","  43.241","  21.223"," 127.461","  35.406"," 95","0"," 80"," 97","  91.900","5189.000","1441.389","  28.000","    0","  300"
"15:10:41:675","41293409991485","   7.058","  33.636"," 3290"," 2400"," 3300"," 3800","  21.032"," 157.780","  43.828","  17.085"," 129.176","  35.882"," 92","0"," 78"," 96","  89.585","5267.000","1463.056","  28.000","    0","  300"
"15:10:41:775","41293610087825","   7.158","  31.740"," 3285"," 1700"," 3300"," 3800","  20.415"," 159.826","  44.396","  16.419"," 130.822","  36.339"," 89","0"," 78"," 96","  88.232","5345.000","1484.722","  28.000","    0","  300"
"15:10:41:879","41293818412647","   7.262","  33.273"," 3288"," 1700"," 3300"," 3800","  21.395"," 162.058","  45.016","  17.514"," 132.649","  36.847"," 90","0"," 77"," 93","  87.540","5422.000","1506.111","  28.000","    0","  300"
"15:10:41:980","41294020104319","   7.363","  33.038"," 3267","  700"," 3300"," 3800","  20.301"," 164.109","  45.586","  16.322"," 134.297","  37.305"," 92","0"," 79"," 92","  87.047","5501.000","1528.056","  28.000","    0","  300"
"15:10:42:082","41294222281837","   7.465","  37.405"," 3226","  700"," 3300"," 3800","  21.011"," 166.236","  46.177","  16.972"," 136.016","  37.782"," 91","0"," 78"," 93","  86.729","5579.000","1549.722","  28.000","    0","  300"
"15:10:42:185","41294427949661","   7.568","  47.381"," 2922","  700"," 3300"," 3800","  23.681"," 168.675","  46.854","  19.419"," 138.016","  38.338"," 95","0"," 79"," 95","  88.652","5658.000","1571.667","  28.000","    0","  300"
"15:10:42:290","41294638446851","   7.673","  26.375"," 3174","  700"," 3300"," 3785","  15.570"," 170.316","  47.310","  11.448"," 139.223","  38.673"," 79","0"," 75"," 96","  87.300","5733.000","1592.500","  28.000","    0","  300"

"Total Elapsed Time (sec) = 7.673103"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 170.316467"
"Cumulative Package Energy_0 (mWh) = 47.310130"
"Average Package Power_0 (Watt) = 22.196557"

"Cumulative IA Energy_0 (Joules) = 139.222778"
"Cumulative IA Energy_0 (mWh) = 38.672994"
"Average Package IA_0 (Watt) = 18.144261"

"Cumulative DRAM Energy_0 (Joules) = 5733.000000"
"Cumulative DRAM Energy_0 (mWh) = 1592.500000"
"Average Package DRAM_0 (Watt) = 747.155370"
