"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:11:21:248","41372431117285","   6.619","  59.514"," 3091"," 2000"," 3200"," 3800","  28.857"," 185.497","  51.527","  23.831"," 155.677","  43.244","100","0"," 91","100","  97.881","5786.000","1607.222","  28.000","    0","  300"
"15:11:21:348","41372631481873","   6.720","  57.223"," 3036"," 2000"," 3200"," 3800","  27.943"," 188.301","  52.306","  23.294"," 158.014","  43.893"," 99","0"," 91","100","  97.520","5877.000","1632.500","  28.000","    0","  300"
"15:11:21:449","41372832892937","   6.821","  25.372"," 2870","  600"," 3300"," 3800","  17.331"," 190.049","  52.791","  13.383"," 159.364","  44.268"," 91","0"," 79","100","  93.155","5956.000","1654.444","  28.000","    0","  300"
"15:11:21:549","41373032918619","   6.921","  55.235"," 3183"," 1200"," 3400"," 3800","  28.814"," 192.935","  53.593","  24.264"," 161.795","  44.943","100","0"," 80","100","  95.583","6036.000","1676.667","  28.000","    0","  300"
"15:11:21:650","41373233847155","   7.021","  62.500"," 3190"," 2000"," 3300"," 3800","  30.864"," 196.041","  54.456","  25.627"," 164.373","  45.659","100","0"," 94","100","  98.446","6130.000","1702.778","  28.000","    0","  300"
"15:11:21:755","41373443779965","   7.127","  60.093"," 3146"," 2000"," 3300"," 3800","  29.377"," 199.129","  55.314","  24.733"," 166.974","  46.382","100","0"," 94","100","  98.576","6224.000","1728.889","  28.000","    0","  300"
"15:11:21:856","41373645563453","   7.228","  81.209"," 3088"," 1000"," 3300"," 3800","  29.025"," 202.062","  56.128","  24.036"," 169.403","  47.056","100","0"," 91","100","  98.344","6315.000","1754.167","  28.000","    0","  300"
"15:11:21:959","41373850595085","   7.330","  82.419"," 2975","  700"," 3200"," 3800","  28.886"," 205.028","  56.952","  24.125"," 171.880","  47.744","100","0"," 91","100","  98.378","6406.000","1779.444","  28.000","    0","  300"
"15:11:22:062","41374056229091","   7.433","  57.066"," 3174"," 1100"," 3400"," 3800","  28.437"," 207.957","  57.766","  23.483"," 174.298","  48.416","100","0"," 88","100","  97.930","6494.000","1803.889","  28.000","    0","  300"
"15:11:22:162","41374256911587","   7.534","  58.064"," 3174"," 2000"," 3300"," 3800","  28.517"," 210.823","  58.562","  23.670"," 176.677","  49.077"," 99","0"," 89","100","  98.125","6583.000","1828.611","  28.000","    0","  300"
"15:11:22:265","41374462376443","   7.637","  48.519"," 3193"," 1500"," 3300"," 3800","  27.398"," 213.642","  59.345","  22.835"," 179.027","  49.730"," 97","0"," 88","100","  97.626","6671.000","1853.056","  28.000","    0","  300"
"15:11:22:368","41374668067579","   7.740","  71.937"," 2997","  700"," 3300"," 3800","  27.545"," 216.480","  60.133","  22.951"," 181.391","  50.386","100","0"," 90","100","  96.751","6761.000","1878.056","  28.000","    0","  300"
"15:11:22:469","41374868517857","   7.840","  68.244"," 2971"," 1400"," 3200"," 3800","  26.941"," 219.184","  60.884","  22.651"," 183.665","  51.018"," 98","0"," 89","100","  97.138","6850.000","1902.778","  28.000","    0","  300"
"15:11:22:574","41375078377743","   7.945","  61.971"," 2993"," 2000"," 3300"," 3800","  26.685"," 221.989","  61.664","  22.551"," 186.035","  51.676","100","0"," 91","100","  97.139","6941.000","1928.056","  28.000","    0","  300"
"15:11:22:676","41375283634095","   8.048","  55.408"," 2955","  700"," 3300"," 3800","  25.416"," 224.601","  62.389","  21.298"," 188.224","  52.284","100","0"," 89","100","  96.089","7030.000","1952.778","  28.000","    0","  300"
"15:11:22:778","41375486307605","   8.149","  44.218"," 3038"," 1900"," 3300"," 3800","  24.650"," 227.103","  63.084","  20.554"," 190.310","  52.864"," 94","0"," 87","100","  95.549","7117.000","1976.944","  28.000","    0","  300"
"15:11:22:882","41375693437373","   8.253","  53.919"," 2991"," 1700"," 3300"," 3800","  24.675"," 229.663","  63.795","  20.386"," 192.425","  53.451"," 99","0"," 85","100","  94.538","7202.000","2000.556","  28.000","    0","  300"
"15:11:22:985","41375898685243","   8.356","  59.086"," 2994"," 1900"," 3300"," 3800","  26.212"," 232.357","  64.544","  21.766"," 194.662","  54.073"," 97","0"," 86","100","  95.488","7288.000","2024.444","  28.000","    0","  300"
"15:11:23:085","41376098893485","   8.456","  56.023"," 2952"," 1900"," 3500"," 3800","  25.064"," 234.870","  65.242","  20.729"," 196.740","  54.650","100","0"," 85","100","  95.237","7373.000","2048.056","  28.000","    0","  300"
"15:11:23:188","41376305385171","   8.560","  60.017"," 2991"," 1800"," 3300"," 3800","  26.074"," 237.567","  65.991","  21.466"," 198.960","  55.267","100","0"," 86","100","  95.071","7459.000","2071.944","  28.000","    0","  300"
"15:11:23:288","41376505660381","   8.660","  70.126"," 3020","  700"," 3300"," 3800","  27.849"," 240.360","  66.767","  23.098"," 201.277","  55.910","100","0"," 86","100","  96.692","7545.000","2095.833","  28.000","    0","  300"
"15:11:23:392","41376713371941","   8.764","  50.789"," 2693","  700"," 3600"," 3800","  19.606"," 242.399","  67.333","  15.313"," 202.870","  56.353"," 99","0"," 83","100","  92.257","7628.000","2118.889","  28.000","    0","  300"
"15:11:23:495","41376918680031","   8.867","  35.606"," 2558","  700"," 3300"," 3800","  13.507"," 243.788","  67.719","   9.261"," 203.822","  56.617"," 87","0"," 79","100","  87.939","7707.000","2140.833","  28.000","    0","  300"

"Total Elapsed Time (sec) = 8.866790"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 243.787964"
"Cumulative Package Energy_0 (mWh) = 67.718879"
"Average Package Power_0 (Watt) = 27.494500"

"Cumulative IA Energy_0 (Joules) = 203.822083"
"Cumulative IA Energy_0 (mWh) = 56.617245"
"Average Package IA_0 (Watt) = 22.987132"

"Cumulative DRAM Energy_0 (Joules) = 7707.000000"
"Cumulative DRAM Energy_0 (mWh) = 2140.833333"
"Average Package DRAM_0 (Watt) = 869.198407"
