TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine#testPrepareAddRootChild,6,2,235.205246,11.700841,20.204627,117.602623,5.8504205,10.1023135,705.615738,35.102523000000005,60.613881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.TestXMLDocumentHelper#testTransformException,9,1,230.477112,11.671017,19.762893,230.477112,11.671017,19.762893,2074.2940080000003,105.03915300000001,177.866037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.reloading.TestCombinedReloadingController#testInitNull,3,1,210.697449,11.656856,17.907263,210.697449,11.656856,17.907263,632.092347,34.970568,53.721789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.builder.combined.TestCombinedBuilderParametersImpl#testProviderForUnknown,4,4,212.711578,11.700628,18.181155,53.1778945,2.925157,4.54528875,212.711578,11.700628,18.181155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.tree.TestNodeUpdateData#testInitNewValuesDefensiveCopy,9,5,213.850601,11.714097,18.255834,42.7701202,2.3428194,3.6511668,384.9310818,21.0853746,32.8605012,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine#testPrepareAddToAttributeResult,5,2,220.064606,11.703347,18.761312,110.032303,5.8516735,9.380656,550.161515,29.258367500000002,46.903279999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.plist.TestXMLPropertyListConfiguration#testReal,3,2,233.602539,11.706425,20.034353,116.8012695,5.8532125,10.0171765,350.4038085,17.5596375,30.0515295,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.interpol.TestConfigurationInterpolator#testInterpolateBlankVariable,4,2,209.693314,11.633889,17.992823,104.846657,5.8169445,8.9964115,419.386628,23.267778,35.985646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.reloading.TestReloadingController#testResetReloadingNotInReloadingState,3,2,229.506882,11.704987,19.583143,114.753441,5.8524935,9.7915715,344.260323,17.5574805,29.3747145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.tree.TestNodeUpdateData#testGetChangedValuesModify,8,1,199.734451,11.639953,17.180572,199.734451,11.639953,17.180572,1597.875608,93.119624,137.444576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
