TC,LOC,SC,E
org.apache.commons.collections4.properties.EmptyPropertiesTest#testLoadReader,5,0,207.249054
org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest#testUnmodifiableKeySet,9,3,207.971893
org.apache.commons.collections4.collection.AbstractCollectionTest#testCollectionToString,6,0,202.081314
org.apache.commons.collections4.map.Flat3MapTest#testMapIteratorSetValue2,17,23,225.092941
org.apache.commons.collections4.ComparatorUtilsTest#nullLowComparator,6,6,220.927277
org.apache.commons.collections4.IteratorUtilsTest#testForEach,16,1,222.984024
org.apache.commons.collections4.set.TransformedSetTest#testTransformedSet,13,9,215.706528
org.apache.commons.collections4.map.PassiveExpiringMapTest#testDecoratedMap,19,0,226.773285
org.apache.commons.collections4.MultiMapUtilsTest#testEmptyIfNull,6,3,213.980957
org.apache.commons.collections4.list.LazyListTest#testCreateNullGapsWithFactory,7,3,222.398499
org.apache.commons.collections4.properties.AbstractPropertiesFactoryTest#testLoadInputStream,6,2,201.038101
org.apache.commons.collections4.list.CursorableLinkedListTest#testSubList,14,15,226.62088
org.apache.commons.collections4.PredicateUtilsTest#testNonePredicateEx1,3,1,216.294769
org.apache.commons.collections4.CollectionUtilsTest#predicatedCollection,5,1,220.350433
org.apache.commons.collections4.map.UnmodifiableMapTest#testUnmodifiable,4,2,199.617905
org.apache.commons.collections4.list.GrowthListTest#testListSetByIndexBoundsChecking2,5,1,224.3349
org.apache.commons.collections4.iterators.AbstractListIteratorTest#testEmptyListIteratorIsIndeedEmpty,12,0,217.816833
org.apache.commons.collections4.FluentIterableTest#asEnumeration,7,5,245.20134
org.apache.commons.collections4.map.Flat3MapTest#testGet3,9,4,219.188766
org.apache.commons.collections4.CollectionUtilsTest#testRetainAll,23,16,214.352936
org.apache.commons.collections4.iterators.ListIteratorWrapper2Test#testIterator,29,0,198.871277
org.apache.commons.collections4.list.PredicatedListTest#testLegalAddAll,13,3,229.327087
org.apache.commons.collections4.comparators.BooleanComparatorTest#testEqualsCompatibleInstance,11,16,194.930542
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest#testKeySetSize,4,15,205.557922
