TC,LOC,SC,E
org.jsoup.nodes.FormElementTest#formSubmissionCarriesCookiesFromSession,14,8,116.810516
org.jsoup.select.SelectorTest#testAllWithClass,6,2,118.657913
org.jsoup.nodes.ElementTest#testExpectFirst,14,9,119.051498
org.jsoup.parser.HtmlParserTest#canSelectIntoTemplate,10,0,113.073227
org.jsoup.parser.TagTest#defaultSemantics,7,7,117.410355
org.jsoup.parser.HtmlParserTest#normalisesHeadlessBody,4,0,117.240219
org.jsoup.nodes.DocumentTest#framesetSupportsBodyMethod,17,15,110.905212
org.jsoup.parser.TokeniserStateTest#testCharacterReferenceInRcdata,6,1,117.263214
org.jsoup.parser.XmlTreeBuilderTest#xmlOutputCorrectsInvalidAttributeNames,7,2,114.197861
org.jsoup.nodes.FormElementTest#usesOnForCheckboxValueIfNoValueSet,7,3,121.373383
org.jsoup.nodes.NodeTest#orphanNodeReturnsNullForSiblingElements,11,12,107.697144
org.jsoup.select.SelectorTest#testById,8,6,116.810287
org.jsoup.parser.TokeniserStateTest#handlesLessInTagThanAsNewTag,5,1,119.873642
org.jsoup.nodes.TextNodeTest#testCloneAfterAttributesHit,8,7,111.056854
org.jsoup.select.ElementsTest#eachAttr,15,23,115.706055
org.jsoup.helper.DataUtilTest#testCharset,8,6,112.15976
org.jsoup.integration.ConnectTest#sendsRequestBodyWithUrlParams,7,0,124.084091
org.jsoup.select.SelectorTest#mixCombinator,8,4,115.072006
org.jsoup.select.CssTest#nthChild_advanced,12,0,117.650925
org.jsoup.nodes.ElementTest#testNextElementSiblings,25,21,115.071274
org.jsoup.nodes.AttributeTest#validatesKeysNotEmptyViaSet,7,3,113.003174
org.jsoup.parser.CharacterReaderTest#containsIgnoreCase,6,6,106.181351
org.jsoup.nodes.DocumentTest#testClone,9,7,117.376511
org.jsoup.nodes.DocumentTest#testHtmlAndXmlSyntax,8,5,116.024307
org.jsoup.parser.TagTest#imgSemantics,6,7,110.86377
org.jsoup.select.TraversorTest#filterStop,16,0,110.856461
org.jsoup.nodes.ElementTest#parentlessToString,7,6,120.164215
org.jsoup.select.SelectorTest#testNamespacedTag,17,14,120.826126
org.jsoup.parser.HtmlParserTest#testSpaceAfterTag,4,0,123.470993
org.jsoup.nodes.NodeTest#handleAbsOnLocalhostFileUris,5,2,113.196213
org.jsoup.parser.TokeniserTest#handleSuperLargeAttributeName,18,7,111.523163
org.jsoup.parser.HtmlParserTest#handlesJavadocFont,8,0,122.364548
org.jsoup.parser.XmlTreeBuilderTest#testPopToClose,6,2,108.046432
org.jsoup.nodes.NodeTest#ownerDocument,7,6,109.289612
org.jsoup.nodes.ElementTest#preformatFlowsToChildTextNodes,14,9,121.518661
org.jsoup.parser.TokeniserTest#cp1252SubstitutionTable,10,6,116.43631
org.jsoup.safety.CleanerTest#testIsValidDocument,10,5,119.285431
org.jsoup.select.TraversorTest#filterRemove,13,0,106.82164
org.jsoup.select.SelectorTest#testPseudoLessThan,8,5,121.162308
org.jsoup.nodes.ElementTest#testCssPath,12,9,119.804855
org.jsoup.select.SelectorTest#testByClass,10,8,111.145309
org.jsoup.integration.UrlConnectTest#inWildUtfRedirect2,5,0,117.805756
org.jsoup.nodes.AttributesTest#booleanNullAttributesConsistent,7,7,107.049927
org.jsoup.select.SelectorTest#parentChildStar,9,5,122.679245
org.jsoup.parser.HtmlParserTest#testUsingSingleQuotesInQueries,6,0,122.594604
org.jsoup.integration.UrlConnectTest#handles200WithNoContent,10,0,113.552063
org.jsoup.integration.ConnectTest#supportsDeflate,6,0,117.35347
org.jsoup.integration.ConnectTest#ignoresExceptionIfSoConfigured,8,0,125.052902
org.jsoup.select.XpathTest#throwsSelectException,12,0,118.641754
org.jsoup.parser.HtmlParserTest#testHandlesDeepSpans,10,0,123.646164
org.jsoup.parser.HtmlParserTest#parsesQuiteRoughAttributes,7,0,123.377625
org.jsoup.nodes.TextNodeTest#testClone,13,13,106.550903
org.jsoup.nodes.DocumentTest#testMetaCharsetUpdateXmlDisabled,5,2,111.992401
org.jsoup.integration.ConnectTest#multiCookieSet,9,0,116.834152
org.jsoup.parser.CharacterReaderTest#nextIndexOfString,10,15,115.138596
org.jsoup.parser.CharacterReaderTest#consumeToEnd,7,6,115.70639
org.jsoup.nodes.ElementTest#testThrowsOnAddNullText,8,3,119.647522
org.jsoup.select.SelectorTest#matchesWholeText,14,13,118.150406
org.jsoup.parser.HtmlParserTest#dropsDuplicateAttributes,9,0,121.329788
org.jsoup.integration.ConnectTest#doesPut,7,0,126.383026
org.jsoup.select.SelectorTest#selectSameElements,8,4,117.114868
org.jsoup.parser.HtmlParserTest#commentBeforeHtml,5,0,119.806641
org.jsoup.parser.HtmlTreeBuilderStateTest#ensureTagSearchesAreKnownTags,10,3,117.797913
org.jsoup.parser.HtmlParserTest#allDashCommentsAreNotParseErrors,8,0,117.74646
org.jsoup.helper.W3CDomTest#treatsUndeclaredNamespaceAsLocalName,13,9,110.319824
org.jsoup.parser.TokeniserTest#cp1252Entities,5,3,118.285583
org.jsoup.nodes.AttributeTest#booleanAttributesAreNotCaseSensitive,11,7,108.618912
org.jsoup.select.ElementsTest#comments,10,9,117.126984
org.jsoup.select.SelectorTest#testWildCardNamespacedCaseVariations,13,8,113.408768
org.jsoup.integration.ParseTest#testWikiFromString,8,0,107.468506
org.jsoup.parser.CharacterReaderTest#consumeToNonexistentEndWhenAtAnd,8,10,106.747025
org.jsoup.nodes.DocumentTest#testMetaCharsetUpdateDisabled,6,4,114.719604
org.jsoup.parser.TokeniserStateTest#testPublicIdentifiersWithWhitespace,12,4,117.332153
org.jsoup.parser.HtmlParserTest#handlesEscapedScript,4,0,120.653
org.jsoup.nodes.NodeTest#handleAbsOnFileUris,7,3,112.224182
org.jsoup.nodes.PositionTest#tracksDataNodes,10,0,106.176636
org.jsoup.select.XpathTest#supportsXpathFromElement,14,0,114.708038
org.jsoup.nodes.EntitiesTest#escapeSupplementaryCharacter,7,3,107.332352
org.jsoup.helper.DataUtilTest#parseSequenceInputStream,10,3,113.803314
org.jsoup.internal.StringUtilTest#paddingInACan,7,4,117.554611
org.jsoup.select.ElementsTest#outerHtml,5,4,118.8181
org.jsoup.safety.CleanerTest#cleansInternationalText,3,1,115.648987
org.jsoup.parser.HtmlParserTest#handlesUnknownInlineTags,6,0,123.284363
org.jsoup.parser.ParserTest#unescapeEntitiesHandlesLargeInput,9,3,111.045303
org.jsoup.nodes.ElementTest#testManipulateTextNodes,10,9,121.62767
org.jsoup.helper.W3CDomTest#htmlInputDocMaintainsHtmlAttributeNames,9,5,118.804718
org.jsoup.integration.ConnectTest#secFetchHeadersSurviveRedirect,6,0,117.729736
org.jsoup.parser.TokenQueueTest#chompBalancedThrowIllegalArgumentException,11,6,106.269821
org.jsoup.select.SelectorTest#xml_lowercase_simple_name,4,2,112.731308
org.jsoup.nodes.ElementTest#testWrapWithRemainder,6,5,118.782288
org.jsoup.parser.HtmlParserTest#handlesUnclosedScriptAtEof,15,0,115.543427
org.jsoup.parser.HtmlParserTest#testHtmlLowerCase,8,0,112.85939
org.jsoup.nodes.AttributeTest#settersOnOrphanAttribute,9,10,110.340607
org.jsoup.nodes.AttributesTest#testIteratorEmpty,5,4,111.633789
org.jsoup.helper.HttpConnectionTest#requestBody,5,4,108.808044
org.jsoup.select.SelectorTest#findBetweenSpan,6,3,116.724548
org.jsoup.integration.ParseTest#testBaiduVariant,6,0,108.179321
org.jsoup.select.SelectorTest#testMatches,20,17,112.087921
org.jsoup.select.ElementsTest#eq,6,5,111.699112
org.jsoup.parser.HtmlParserTest#nestedPFragments,7,0,122.684967
org.jsoup.helper.W3CDomTest#simpleConversion,19,11,110.44043
org.jsoup.nodes.FormElementTest#actionWithNoValue,7,2,119.233749
org.jsoup.parser.TokeniserStateTest#testRcdataLessthanSign,17,3,106.884811
org.jsoup.helper.HttpConnectionTest#throwsExceptionOnResponseWithoutExecute,7,3,117.903427
org.jsoup.nodes.EntitiesTest#notMissingSupplementals,5,2,108.15303
org.jsoup.safety.CleanerTest#dropsConcealedJavascriptProtocolWhenRelativesLinksEnabled,9,2,111.626526
org.jsoup.helper.W3CDomTest#handlesInvalidAttributeNames,11,7,110.743927
org.jsoup.parser.TagTest#equality,6,3,107.183517
org.jsoup.nodes.TextNodeTest#testLeadNodesHaveNoChildren,7,2,120.083832
org.jsoup.parser.HtmlParserTest#normalizesDiscordantTags,4,0,121.056656
org.jsoup.integration.ConnectTest#exceptOnUnsupportedProtocol,14,0,122.838303
org.jsoup.helper.DataUtilTest#supportsUTF8BOM,5,3,111.069824
org.jsoup.safety.CleanerTest#handlesNestedQuotesInAttribute,8,2,114.972397
org.jsoup.helper.HttpConnectionTest#canCreateEmptyConnection,8,6,118.028809
org.jsoup.helper.DataUtilTest#shouldReturnNullForIllegalCharsetNames,3,1,110.466034
org.jsoup.integration.ConnectTest#postFiles,16,0,121.329987
org.jsoup.parser.HtmlParserTest#handles0CharacterAsText,4,0,115.742218
