TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.imaging.formats.png.chunks.PngChunkScalTest#testConstruct_MissingSeparator,3,1,192.81633,11.785805,16.360047,192.81633,11.785805,16.360047,578.44899,35.357415,49.080141000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.jpeg.segments.App2SegmentTest#testEqualsReturningFalse,5,2,190.474548,11.719814,16.252353,95.237274,5.859907,8.1261765,476.18636999999995,29.299535,40.6308825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.pnm.PgmFileInfoTest#testCreateThrowsImageReadExceptionTwo,3,1,185.799622,11.750977,15.784753,185.799622,11.750977,15.784753,557.398866,35.252931000000004,47.354259000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.tiff.photometricinterpreters.PhotometricInterpreterLogLuvTest#testInterpretPixelNullSamples,3,1,183.373703,11.700282,15.61986,183.373703,11.700282,15.61986,550.121109,35.100846000000004,46.85958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.psd.dataparsers.DataParserIndexedTest#testFailsToCreateDataParserIndexedThrowsArrayIndexOutOfBoundsException,11,3,195.414124,11.843754,16.49934,65.13804133333333,3.947918,5.49978,716.5184546666667,43.42709800000001,60.497580000000006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
org.apache.commons.imaging.formats.png.scanlinefilters.ScanlineFilterAverageTest#testUnfilterWithNull,6,2,187.927536,11.800895,15.979896,93.963768,5.9004475,7.989948,563.7826080000001,35.402685000000005,47.939688000000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.common.RgbBufferedImageFactoryTest#testGetColorBufferedImageThrowsIllegalArgumentException,11,3,194.016922,11.805858,16.465415,64.67230733333334,3.935286,5.488471666666666,711.3953806666667,43.288146000000005,60.37318833333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
org.apache.commons.imaging.formats.png.chunks.PngChunkScalTest#testConstruct_InvalidUnitSpecifier,3,1,195.721481,11.803372,16.548064,195.721481,11.803372,16.548064,587.1644430000001,35.410116,49.644192000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.common.itu_t4.T4_T6_TablesTest#testCreatesT4_T6_TablesTakingNoArgumentsAndCallsWriteBits,7,5,182.665924,11.734962,15.565958,36.5331848,2.3469924,3.1131916,255.7322936,16.4289468,21.7923412,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
org.apache.commons.imaging.formats.png.PngCrcTest#testCrc,6,5,196.947205,11.777104,16.685338,39.389441,2.3554208,3.3370676,236.33664599999997,14.132524799999999,20.022405600000003,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.tiff.TiffRasterDataIntTest#testGetSimpleStatistics_float,4,3,190.163651,11.731177,16.163153,63.38788366666666,3.9103923333333337,5.387717666666667,253.55153466666664,15.641569333333335,21.55087066666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.tiff.taginfos.TagInfoSBytesTest#testCreatesTagInfoSBytesAndCallsEncodeValue,8,2,190.351715,11.776653,16.186638,95.1758575,5.8883265,8.093319,761.40686,47.106612,64.746552,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorHsvTest#testToString,3,2,185.244995,11.712612,15.806104,92.6224975,5.856306,7.903052,277.8674925,17.568918,23.709156,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.tiff.fieldtypes.FieldTypeRationalTest#testWriteDataWithNull,6,4,189.1884,11.819163,16.070704,47.2971,2.95479075,4.017676,283.7826,17.7287445,24.106056,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.imaging.color.ColorHslTest#testToString,3,2,185.907089,11.741315,15.84734,92.9535445,5.8706575,7.92367,278.86063350000006,17.6119725,23.771010000000004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorCmyTest#testEquals,4,3,197.600266,11.774956,16.700029,65.86675533333333,3.9249853333333333,5.566676333333334,263.4670213333333,15.699941333333333,22.266705333333334,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.png.chunks.PngChunkScalTest#testConstructMeters,6,7,189.138153,11.85247,15.962629,27.01973614285714,1.69321,2.2803755714285714,162.11841685714285,10.15926,13.682253428571428,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.tiff.fieldtypes.FieldTypeAsciiTest#testCreatesFieldTypeAsciiAndWriteDataUsingString,6,4,190.267899,11.692492,16.298385,47.56697475,2.923123,4.07459625,285.4018485,17.538738000000002,24.4475775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
