"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:12:10:525","38693930609605","   4.473","  47.111"," 3292"," 2500"," 3300"," 3800","  29.168"," 114.185","  31.718","  24.902","  96.108","  26.697"," 97","0"," 89","100","  97.615","3634.000","1009.444","  28.000","    0","  300"
"14:12:10:629","38694138201947","   4.577","  49.394"," 3277"," 2200"," 3300"," 3800","  28.776"," 117.177","  32.549","  24.571","  98.663","  27.406","100","0"," 88","100","  97.353","3722.000","1033.889","  28.000","    0","  300"
"14:12:10:729","38694338595931","   4.678","  56.992"," 3163"," 2200"," 3300"," 3800","  28.011"," 119.988","  33.330","  23.502"," 101.021","  28.061","100","0"," 84","100","  95.869","3806.000","1057.222","  28.000","    0","  300"
"14:12:10:834","38694547700427","   4.782","  54.548"," 3280"," 1900"," 3300"," 3800","  29.434"," 123.070","  34.186","  24.981"," 103.637","  28.788"," 98","0"," 89","100","  97.453","3895.000","1081.944","  28.000","    0","  300"
"14:12:10:936","38694752798671","   4.885","  45.806"," 3289"," 2300"," 3300"," 3800","  28.096"," 125.956","  34.988","  23.271"," 106.028","  29.452"," 98","0"," 88","100","  96.356","3983.000","1106.389","  28.000","  500","  500"
"14:12:11:038","38694955102171","   4.986","  48.809"," 3291"," 2500"," 3300"," 3800","  29.847"," 128.980","  35.828","  25.380"," 108.599","  30.166","100","0"," 87","100","  97.437","4070.000","1130.556","  28.000","    0","  300"
"14:12:11:142","38695164007985","   5.091","  43.204"," 3217"," 2300"," 3300"," 3800","  26.699"," 131.773","  36.604","  22.906"," 110.995","  30.832"," 99","0"," 83","100","  97.331","4153.000","1153.611","  28.000","    0","  300"
"14:12:11:245","38695369058073","   5.194","  46.038"," 3063","  700"," 3300"," 3800","  26.989"," 134.545","  37.374","  22.997"," 113.357","  31.488","100","0"," 86","100","  96.186","4239.000","1177.500","  28.000","    0","  300"
"14:12:11:350","38695578727047","   5.299","  40.493"," 3209"," 1800"," 3300"," 3800","  25.682"," 137.241","  38.123","  21.934"," 115.660","  32.128","100","0"," 82","100","  96.029","4321.000","1200.278","  28.000","    0","  300"
"14:12:11:451","38695781164303","   5.400","  41.045"," 3231"," 2000"," 3300"," 3800","  26.380"," 139.916","  38.865","  22.576"," 117.949","  32.764"," 99","0"," 83","100","  96.632","4404.000","1223.333","  28.000","    0","  300"
"14:12:11:555","38695987639263","   5.503","  26.863"," 3248"," 2700"," 3300"," 3800","  18.138"," 141.791","  39.386","  14.647"," 119.463","  33.184"," 96","0"," 79","100","  93.714","4483.000","1245.278","  28.000","    0","  300"
"14:12:11:655","38696188070463","   5.604","  24.232"," 3283"," 2200"," 3300"," 3800","  16.849"," 143.483","  39.856","  13.175"," 120.786","  33.552"," 91","0"," 76"," 97","  89.138","4559.000","1266.389","  28.000","    0","  300"
"14:12:11:756","38696388291979","   5.704","  44.928"," 3262"," 2000"," 3300"," 3800","  27.689"," 146.259","  40.627","  23.542"," 123.146","  34.207"," 97","0"," 83"," 99","  93.468","4642.000","1289.444","  28.000","    0","  300"
"14:12:11:857","38696590235205","   5.805","  45.266"," 3289"," 1500"," 3300"," 3800","  27.714"," 149.062","  41.406","  23.258"," 125.499","  34.861"," 99","0"," 84","100","  94.912","4726.000","1312.778","  28.000","    0","  300"
"14:12:11:958","38696792844615","   5.907","  54.215"," 3260","  700"," 3300"," 3800","  30.654"," 152.172","  42.270","  25.881"," 128.125","  35.590","100","0"," 87","100","  97.662","4813.000","1336.944","  28.000","    0","  300"
"14:12:12:062","38697000320395","   6.011","  63.894"," 3168"," 2300"," 3300"," 3800","  29.355"," 155.222","  43.117","  25.054"," 130.728","  36.313","100","0"," 87","100","  98.527","4900.000","1361.111","  28.000","    0","  300"
"14:12:12:164","38697203606739","   6.112","  45.161"," 3276"," 1800"," 3300"," 3800","  26.928"," 157.964","  43.879","  22.588"," 133.027","  36.952"," 96","0"," 87","100","  96.805","4987.000","1385.278","  28.000","    0","  300"
"14:12:12:264","38697403815923","   6.213","  39.783"," 3278"," 1000"," 3300"," 3800","  24.735"," 160.444","  44.568","  20.776"," 135.110","  37.531"," 98","0"," 84","100","  94.425","5071.000","1408.611","  28.000","    0","  300"
"14:12:12:364","38697603888743","   6.313","  55.340"," 3075","  700"," 3300"," 3800","  26.823"," 163.131","  45.314","  22.652"," 137.380","  38.161"," 98","0"," 87","100","  94.697","5158.000","1432.778","  28.000","    0","  300"
"14:12:12:465","38697804207597","   6.413","  46.398"," 3291"," 2300"," 3300"," 3800","  29.429"," 166.083","  46.134","  25.302"," 139.918","  38.866"," 99","0"," 86","100","  97.519","5244.000","1456.667","  28.000","    0","  300"
"14:12:12:568","38698009703601","   6.516","  38.181"," 3265","  700"," 3300"," 3800","  24.291"," 168.583","  46.829","  20.500"," 142.028","  39.452","100","0"," 84","100","  94.947","5328.000","1480.000","  28.000","    0","  300"
"14:12:12:673","38698219849471","   6.621","  36.807"," 3290"," 2400"," 3300"," 3800","  23.394"," 171.045","  47.513","  19.094"," 144.038","  40.010"," 95","0"," 84","100","  93.063","5412.000","1503.333","  28.000","    0","  300"
"14:12:12:773","38698420404543","   6.722","  36.443"," 3258"," 2200"," 3300"," 3800","  22.044"," 173.259","  48.128","  17.914"," 145.837","  40.510"," 95","0"," 83"," 96","  91.164","5495.000","1526.389","  28.000","    0","  300"
"14:12:12:878","38698629534951","   6.826","  33.943"," 3288"," 1500"," 3300"," 3800","  21.350"," 175.495","  48.749","  17.321"," 147.651","  41.014"," 96","0"," 81"," 99","  91.985","5576.000","1548.889","  28.000","    0","  300"
"14:12:12:983","38698839685863","   6.932","  31.914"," 3282"," 1600"," 3300"," 3800","  20.173"," 177.618","  49.338","  16.202"," 149.356","  41.488"," 93","0"," 79"," 97","  91.315","5655.000","1570.833","  28.000","    0","  300"
"14:12:13:083","38699039806735","   7.032","  39.783"," 3261"," 1600"," 3300"," 3800","  23.112"," 179.935","  49.982","  18.657"," 151.226","  42.007"," 93","0"," 82"," 98","  90.681","5737.000","1593.611","  28.000","    0","  300"
"14:12:13:184","38699239929639","   7.132","  47.646"," 3274","  800"," 3700"," 3783","  26.408"," 182.581","  50.717","  22.288"," 153.460","  42.628"," 91","0"," 81","100","  95.223","5818.000","1616.111","  28.000","    0","  300"
"14:12:13:287","38699445486001","   7.235","  10.711"," 2876","  700"," 3800"," 3270","   7.555"," 183.359","  50.933","   4.529"," 153.926","  42.757"," 76","0"," 74"," 93","  85.799","5892.000","1636.667","  28.000","    0","  300"

"Total Elapsed Time (sec) = 7.235083"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 183.359131"
"Cumulative Package Energy_0 (mWh) = 50.933092"
"Average Package Power_0 (Watt) = 25.343058"

"Cumulative IA Energy_0 (Joules) = 153.925720"
"Cumulative IA Energy_0 (mWh) = 42.757145"
"Average Package IA_0 (Watt) = 21.274907"

"Cumulative DRAM Energy_0 (Joules) = 5892.000000"
"Cumulative DRAM Energy_0 (mWh) = 1636.666667"
"Average Package DRAM_0 (Watt) = 814.365214"
