"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:12:00:538","38673988477281","   4.701","  53.175"," 3292"," 2800"," 3300"," 3800","  30.135"," 122.511","  34.031","  25.498"," 103.279","  28.689","100","0"," 87","100","  97.526","3790.000","1052.778","  28.000","    0","  300"
"14:12:00:643","38674197616285","   4.806","  50.461"," 3190"," 2200"," 3300"," 3800","  28.277"," 125.473","  34.854","  24.311"," 105.826","  29.396"," 99","0"," 84","100","  96.838","3874.000","1076.111","  28.000","    0","  300"
"14:12:00:745","38674403090937","   4.909","  42.590"," 3243","  700"," 3300"," 3800","  27.128"," 128.265","  35.629","  23.454"," 108.239","  30.066","100","0"," 83","100","  96.851","3957.000","1099.167","  28.000","    0","  300"
"14:12:00:848","38674607805737","   5.011","  40.284"," 3182"," 2500"," 3200"," 3800","  24.845"," 130.812","  36.337","  21.059"," 110.398","  30.666","100","0"," 83","100","  95.490","4040.000","1122.222","  28.000","    0","  300"
"14:12:00:953","38674817340517","   5.116","  37.631"," 3248"," 2000"," 3300"," 3800","  23.969"," 133.327","  37.035","  20.269"," 112.525","  31.257","100","0"," 83","100","  94.867","4123.000","1145.278","  28.000","    0","  300"
"14:12:01:054","38675018557527","   5.217","  22.337"," 3287"," 2000"," 3300"," 3800","  16.097"," 134.949","  37.486","  12.662"," 113.801","  31.611"," 91","0"," 77","100","  93.532","4200.000","1166.667","  28.000","    0","  300"
"14:12:01:156","38675222494733","   5.319","  18.769"," 3206","  700"," 3300"," 3800","  13.444"," 136.322","  37.867","   9.855"," 114.808","  31.891"," 86","0"," 76"," 96","  85.151","4276.000","1187.778","  28.000","    0","  300"
"14:12:01:256","38675423465925","   5.420","  44.316"," 3291"," 2700"," 3300"," 3800","  28.011"," 139.141","  38.650","  24.154"," 117.239","  32.566"," 99","0"," 78"," 99","  92.291","4354.000","1209.444","  28.000","    0","  300"
"14:12:01:357","38675624017673","   5.520","  44.308"," 3293"," 3000"," 3300"," 3800","  27.548"," 141.908","  39.419","  23.220"," 119.571","  33.214"," 99","0"," 82","100","  94.157","4436.000","1232.222","  28.000","    0","  300"
"14:12:01:457","38675824541813","   5.621","  51.030"," 3288"," 2000"," 3300"," 3800","  29.810"," 144.902","  40.250","  25.118"," 122.093","  33.915","100","0"," 88","100","  96.422","4524.000","1256.667","  28.000","    0","  300"
"14:12:01:561","38676032597389","   5.725","  47.902"," 3259"," 1900"," 3300"," 3800","  27.850"," 147.804","  41.057","  23.168"," 124.507","  34.585"," 98","0"," 84","100","  95.640","4608.000","1280.000","  28.000","    0","  300"
"14:12:01:666","38676240763781","   5.829","  67.614"," 3242"," 1900"," 3300"," 3800","  30.447"," 150.978","  41.938","  26.026"," 127.220","  35.339"," 96","0"," 85","100","  97.519","4693.000","1303.611","  28.000","    0","  300"
"14:12:01:769","38676446358935","   5.932","  48.603"," 3289"," 1400"," 3300"," 3800","  28.795"," 153.942","  42.762","  24.721"," 129.766","  36.046"," 99","0"," 88","100","  97.220","4781.000","1328.056","  28.000","    0","  300"
"14:12:01:873","38676653938879","   6.036","  60.183"," 3204"," 2000"," 3300"," 3800","  30.489"," 157.112","  43.642","  26.246"," 132.494","  36.804","100","0"," 89","100","  98.073","4870.000","1352.778","  28.000","    0","  300"
"14:12:01:973","38676854120951","   6.136","  62.494"," 3142"," 2000"," 3300"," 3800","  28.704"," 159.990","  44.442","  24.380"," 134.938","  37.483","100","0"," 87","100","  97.426","4957.000","1376.944","  28.000","    0","  300"
"14:12:02:073","38677054404793","   6.237","  41.928"," 3192"," 2900"," 3400"," 3800","  23.483"," 162.345","  45.096","  19.631"," 136.907","  38.030"," 95","0"," 82","100","  95.186","5039.000","1399.722","  28.000","    0","  300"
"14:12:02:174","38677254890929","   6.337","  53.600"," 3180"," 2200"," 3300"," 3800","  26.413"," 164.997","  45.832","  21.893"," 139.105","  38.640"," 96","0"," 83","100","  93.773","5122.000","1422.778","  28.000","    0","  300"
"14:12:02:276","38677458393285","   6.439","  46.629"," 3134"," 2200"," 3300"," 3800","  24.396"," 167.483","  46.523","  20.123"," 141.156","  39.210"," 94","0"," 83"," 98","  92.631","5205.000","1445.833","  28.000","    0","  300"
"14:12:02:379","38677664424399","   6.542","  33.874"," 3289"," 2500"," 3300"," 3800","  21.469"," 169.698","  47.138","  17.446"," 142.956","  39.710"," 94","0"," 82"," 98","  91.276","5287.000","1468.611","  28.000","    0","  300"
"14:12:02:481","38677869404705","   6.645","  33.094"," 3289"," 2500"," 3300"," 3800","  20.912"," 171.845","  47.735","  16.927"," 144.694","  40.193"," 97","0"," 81"," 97","  90.329","5368.000","1491.111","  28.000","    0","  300"
"14:12:02:585","38678076638317","   6.749","  33.504"," 3274","  700"," 3300"," 3800","  20.814"," 174.005","  48.335","  16.675"," 146.425","  40.674"," 94","0"," 81"," 97","  89.505","5449.000","1513.611","  28.000","    0","  300"
"14:12:02:689","38678284242887","   6.853","  40.455"," 3222"," 2200"," 3300"," 3800","  22.749"," 176.370","  48.992","  18.247"," 148.322","  41.200"," 96","0"," 81"," 96","  89.612","5530.000","1536.111","  28.000","    0","  300"
"14:12:02:793","38678490807759","   6.956","  32.741"," 3208","  700"," 3300"," 3765","  19.941"," 178.433","  49.565","  15.842"," 149.961","  41.656"," 91","0"," 80"," 98","  91.653","5610.000","1558.333","  28.000","    0","  300"
"14:12:02:894","38678693068601","   7.057","   4.579"," 2014","  700"," 3300"," 2156","   3.933"," 178.832","  49.675","   1.303"," 150.093","  41.692"," 74","0"," 71"," 92","  79.712","5681.000","1578.056","  28.000","    0","  300"

"Total Elapsed Time (sec) = 7.057369"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 178.831604"
"Cumulative Package Energy_0 (mWh) = 49.675446"
"Average Package Power_0 (Watt) = 25.339699"

"Cumulative IA Energy_0 (Joules) = 150.092590"
"Cumulative IA Energy_0 (mWh) = 41.692386"
"Average Package IA_0 (Watt) = 21.267499"

"Cumulative DRAM Energy_0 (Joules) = 5681.000000"
"Cumulative DRAM Energy_0 (mWh) = 1578.055556"
"Average Package DRAM_0 (Watt) = 804.974206"
