"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:11:25:147","38603318695273","   1.150","  33.568"," 3291"," 2400"," 3300"," 3800","  20.787","  18.608","   5.169","  17.105","  14.836","   4.121"," 80","0"," 67"," 84","  77.902"," 690.000"," 191.667","  28.000","    0","  300"
"14:11:25:248","38603521242887","   1.251","  33.639"," 3292"," 2800"," 3300"," 3800","  20.494","  20.687","   5.746","  16.932","  16.554","   4.598"," 81","0"," 68"," 83","  77.508"," 758.000"," 210.556","  28.000","    0","  300"
"14:11:25:350","38603724156755","   1.353","  34.082"," 3290"," 2200"," 3300"," 3800","  20.758","  22.796","   6.332","  16.939","  18.275","   5.076"," 81","0"," 68"," 82","  77.450"," 826.000"," 229.444","  28.000","    0","  300"
"14:11:25:450","38603924672621","   1.454","  36.390"," 3292"," 2700"," 3300"," 3800","  22.073","  25.013","   6.948","  18.107","  20.094","   5.582"," 80","0"," 68"," 84","  78.621"," 894.000"," 248.333","  28.000","    0","  300"
"14:11:25:551","38604125456659","   1.554","  35.091"," 3291"," 2700"," 3300"," 3800","  22.498","  27.275","   7.576","  18.964","  22.000","   6.111"," 82","0"," 70"," 86","  80.543"," 964.000"," 267.778","  28.000","    0","  300"
"14:11:25:655","38604333354317","   1.658","  43.127"," 3149","  700"," 3300"," 3800","  23.200","  29.691","   8.247","  19.351","  24.015","   6.671"," 82","0"," 71"," 86","  79.815","1035.000"," 287.500","  28.000","    0","  300"
"14:11:25:759","38604541457989","   1.762","  37.433"," 3291"," 2500"," 3300"," 3800","  23.059","  32.094","   8.915","  19.196","  26.016","   7.227"," 83","0"," 70"," 86","  80.184","1105.000"," 306.944","  28.000","    0","  300"
"14:11:25:863","38604749310651","   1.866","  38.935"," 3194","  700"," 3300"," 3800","  21.555","  34.337","   9.538","  17.636","  27.852","   7.737"," 81","0"," 68"," 86","  79.385","1173.000"," 325.833","  28.000","    0","  300"
"14:11:25:966","38604954083357","   1.969","  45.659"," 3019","  700"," 3300"," 3800","  22.979","  36.694","  10.193","  19.037","  29.804","   8.279"," 86","0"," 69"," 87","  80.041","1242.000"," 345.000","  28.000","    0","  300"
"14:11:26:066","38605154766979","   2.070","  38.822"," 3254","  700"," 3300"," 3800","  22.260","  38.931","  10.814","  18.710","  31.684","   8.801"," 82","0"," 71"," 86","  81.192","1313.000"," 364.722","  28.000","    0","  300"
"14:11:26:167","38605355544325","   2.170","  33.695"," 3284"," 2200"," 3300"," 3800","  20.928","  41.035","  11.399","  16.990","  33.393","   9.276"," 83","0"," 70"," 84","  79.171","1383.000"," 384.167","  28.000","    0","  300"
"14:11:26:271","38605563085983","   2.274","  35.770"," 3291"," 2100"," 3300"," 3800","  22.560","  43.380","  12.050","  19.085","  35.376","   9.827"," 83","0"," 69"," 87","  80.708","1452.000"," 403.333","  28.000","    0","  300"
"14:11:26:373","38605767194611","   2.376","  40.653"," 3291"," 2400"," 3300"," 3800","  24.181","  45.852","  12.737","  20.151","  37.436","  10.399"," 84","0"," 69"," 87","  80.971","1521.000"," 422.500","  28.000","    0","  300"
"14:11:26:475","38605971776679","   2.479","  46.342"," 3292"," 2900"," 3300"," 3800","  28.221","  48.743","  13.540","  24.655","  39.962","  11.101"," 85","0"," 78"," 89","  84.822","1599.000"," 444.167","  28.000","    0","  300"
"14:11:26:576","38606172234903","   2.579","  37.398"," 3282"," 1500"," 3300"," 3800","  23.193","  51.072","  14.187","  19.753","  41.945","  11.651"," 86","0"," 73"," 88","  82.259","1672.000"," 464.444","  28.000","    0","  300"
"14:11:26:676","38606372477461","   2.679","  40.188"," 3277","  700"," 3300"," 3800","  23.479","  53.426","  14.841","  19.365","  43.887","  12.191"," 84","0"," 73"," 86","  81.375","1745.000"," 484.722","  28.000","    0","  300"
"14:11:26:777","38606573380351","   2.780","  36.561"," 3274"," 1500"," 3300"," 3800","  21.107","  55.550","  15.431","  17.350","  45.633","  12.676"," 82","0"," 72"," 85","  79.874","1817.000"," 504.722","  28.000","    0","  300"
"14:11:26:877","38606773579339","   2.880","  47.241"," 3117","  700"," 3300"," 3800","  23.393","  57.895","  16.082","  19.638","  47.602","  13.223"," 84","0"," 70"," 86","  80.801","1887.000"," 524.167","  28.000","    0","  300"
"14:11:26:979","38606978432543","   2.983","  42.744"," 3242"," 1200"," 3300"," 3800","  23.382","  60.294","  16.748","  19.214","  49.573","  13.770"," 82","0"," 73"," 85","  81.138","1960.000"," 544.444","  28.000","    0","  300"
"14:11:27:082","38607183187245","   3.085","  35.775"," 3289"," 2300"," 3300"," 3800","  21.250","  62.473","  17.354","  17.620","  51.380","  14.272"," 83","0"," 71"," 89","  81.530","2031.000"," 564.167","  28.000","    0","  300"
"14:11:27:182","38607383692061","   3.186","  39.549"," 3287"," 1800"," 3300"," 3800","  22.920","  64.774","  17.993","  18.892","  53.277","  14.799"," 86","0"," 71"," 86","  80.893","2102.000"," 583.889","  28.000","    0","  300"
"14:11:27:286","38607591249991","   3.290","  45.778"," 3290"," 2700"," 3300"," 3800","  24.808","  67.353","  18.709","  21.055","  55.465","  15.407"," 84","0"," 73"," 89","  83.186","2175.000"," 604.167","  28.000","    0","  300"
"14:11:27:391","38607800621945","   3.395","  38.466"," 3289"," 2300"," 3300"," 3800","  21.969","  69.657","  19.349","  17.953","  57.348","  15.930"," 86","0"," 72"," 89","  81.545","2247.000"," 624.167","  28.000","    0","  300"
"14:11:27:496","38608009234115","   3.499","  37.449"," 3287"," 2300"," 3300"," 3800","  21.467","  71.899","  19.972","  17.381","  59.163","  16.434"," 81","0"," 72"," 87","  80.430","2319.000"," 644.167","  28.000","  500","  500"
"14:11:27:596","38608209435149","   3.599","  37.244"," 3284"," 1300"," 3300"," 3800","  21.291","  74.034","  20.565","  17.607","  60.929","  16.925"," 85","0"," 72"," 86","  80.548","2391.000"," 664.167","  28.000","    0","  300"
"14:11:27:696","38608410061905","   3.700","  38.650"," 3283","  800"," 3300"," 3800","  22.488","  76.294","  21.193","  18.232","  62.761","  17.433"," 82","0"," 73"," 87","  81.136","2464.000"," 684.444","  28.000","    0","  300"
"14:11:27:798","38608613884427","   3.802","  31.733"," 3283"," 1100"," 3300"," 3800","  18.103","  78.141","  21.706","  14.424","  64.233","  17.842"," 82","0"," 70"," 85","  79.501","2534.000"," 703.889","  28.000","    0","  300"
"14:11:27:899","38608815339005","   3.903","  34.272"," 3290"," 2100"," 3300"," 3800","  19.565","  80.115","  22.254","  15.896","  65.837","  18.288"," 82","0"," 71"," 87","  79.838","2605.000"," 723.611","  28.000","    0","  300"
"14:11:28:000","38609015641807","   4.003","  37.665"," 3290"," 2800"," 3300"," 3800","  21.890","  82.311","  22.864","  18.299","  67.672","  18.798"," 84","0"," 71"," 87","  80.911","2676.000"," 743.333","  28.000","    0","  300"
"14:11:28:100","38609215953785","   4.103","  38.437"," 3292"," 2900"," 3300"," 3800","  23.676","  84.686","  23.524","  20.076","  69.686","  19.357"," 88","0"," 73"," 88","  82.028","2749.000"," 763.611","  28.000","    0","  300"
"14:11:28:201","38609416870385","   4.204","  35.096"," 3291"," 2700"," 3300"," 3800","  21.891","  86.889","  24.136","  17.935","  71.491","  19.859"," 85","0"," 73"," 88","  81.132","2822.000"," 783.889","  28.000","    0","  300"
"14:11:28:301","38609617165419","   4.304","  35.706"," 3291"," 2900"," 3300"," 3800","  22.075","  89.103","  24.751","  18.392","  73.336","  20.371"," 85","0"," 72"," 87","  81.455","2894.000"," 803.889","  28.000","    0","  300"
"14:11:28:401","38609817503769","   4.405","  38.638"," 3067","  700"," 3300"," 3800","  21.489","  91.259","  25.350","  17.562","  75.098","  20.860"," 86","0"," 72"," 88","  81.014","2966.000"," 823.889","  28.000","    0","  300"
"14:11:28:503","38610020832023","   4.506","  36.141"," 2954","  700"," 3300"," 3800","  19.094","  93.203","  25.890","  14.815","  76.606","  21.280"," 79","0"," 71"," 88","  79.202","3037.000"," 843.611","  28.000","    0","  300"
"14:11:28:607","38610228673779","   4.611","  40.446"," 3285"," 1200"," 3300"," 3800","  22.734","  95.570","  26.547","  18.611","  78.543","  21.818"," 82","0"," 71"," 87","  80.636","3108.000"," 863.333","  28.000","    0","  300"
"14:11:28:710","38610433303005","   4.713","  32.880"," 3206","  700"," 3300"," 3800","  20.606","  97.681","  27.134","  16.730","  80.258","  22.294"," 83","0"," 70"," 87","  80.106","3178.000"," 882.778","  28.000","    0","  300"
"14:11:28:811","38610635359619","   4.814","  28.079"," 3286"," 2300"," 3300"," 3800","  17.864","  99.489","  27.636","  14.478","  81.723","  22.701"," 84","0"," 71"," 88","  81.403","3249.000"," 902.500","  28.000","    0","  300"
"14:11:28:911","38610836211221","   4.915","  29.102"," 3289"," 2600"," 3300"," 3800","  18.774"," 101.378","  28.160","  15.470","  83.279","  23.133"," 83","0"," 70"," 88","  82.146","3319.000"," 921.944","  28.000","    0","  300"
"14:11:29:016","38611045432177","   5.020","  27.198"," 3289"," 2600"," 3300"," 3800","  17.351"," 103.195","  28.665","  14.091","  84.755","  23.543"," 89","0"," 69"," 91","  82.142","3388.000"," 941.111","  28.000","    0","  300"
"14:11:29:117","38611245882621","   5.120","  30.422"," 3284"," 1600"," 3300"," 3800","  19.222"," 105.125","  29.201","  15.827","  86.344","  23.984"," 91","0"," 68"," 91","  82.710","3456.000"," 960.000","  28.000","    0","  300"
"14:11:29:220","38611451897539","   5.223","  27.741"," 3290"," 2700"," 3300"," 3800","  18.045"," 106.987","  29.719","  14.679","  87.858","  24.405"," 86","0"," 68"," 92","  82.653","3524.000"," 978.889","  28.000","    0","  300"
"14:11:29:323","38611658426335","   5.327","  28.362"," 3286"," 2000"," 3300"," 3800","  17.841"," 108.832","  30.231","  14.539","  89.362","  24.823"," 86","0"," 69"," 88","  81.070","3593.000"," 998.056","  28.000","    0","  300"
"14:11:29:427","38611866096915","   5.431","  33.713"," 3290"," 2100"," 3300"," 3800","  21.200"," 111.037","  30.844","  17.477","  91.180","  25.328"," 81","0"," 72"," 89","  82.703","3665.000","1018.056","  28.000","    0","  300"
"14:11:29:528","38612066753877","   5.531","  27.834"," 3260"," 1700"," 3300"," 3800","  18.296"," 112.876","  31.354","  14.021","  92.589","  25.719"," 82","0"," 69"," 83","  78.100","3734.000","1037.222","  28.000","    0","  300"
"14:11:29:630","38612270493083","   5.633","  30.130"," 3278"," 2400"," 3300"," 3800","  18.292"," 114.742","  31.873","  14.145","  94.032","  26.120"," 82","0"," 70"," 84","  78.196","3804.000","1056.667","  28.000","    0","  300"
"14:11:29:730","38612470795851","   5.733","  53.547"," 2789","  700"," 3300"," 3800","  22.597"," 117.009","  32.502","  17.906","  95.828","  26.619"," 83","0"," 71"," 88","  81.288","3875.000","1076.389","  28.000","    0","  300"
"14:11:29:831","38612671453303","   5.834","  28.683"," 3287"," 2000"," 3300"," 3800","  18.194"," 118.837","  33.010","  14.114","  97.247","  27.013"," 83","0"," 70"," 86","  78.965","3945.000","1095.833","  28.000","    0","  300"
"14:11:29:931","38612871636971","   5.934","  30.192"," 3289"," 2500"," 3300"," 3800","  18.540"," 120.696","  33.527","  14.647","  98.715","  27.421"," 84","0"," 69"," 87","  78.926","4014.000","1115.000","  28.000","    0","  300"
"14:11:30:031","38613072665881","   6.035","  55.358"," 3288","  900"," 3300"," 3800","  25.888"," 123.302","  34.251","  21.950"," 100.925","  28.035"," 85","0"," 73"," 92","  86.471","4087.000","1135.278","  28.000","    0","  300"
"14:11:30:134","38613277441807","   6.137","  34.467"," 3292"," 2800"," 3300"," 3800","  21.803"," 125.538","  34.872","  18.302"," 102.802","  28.556"," 83","0"," 73"," 89","  84.000","4160.000","1155.556","  28.000","    0","  300"
"14:11:30:236","38613481544809","   6.240","  34.812"," 3002","  700"," 3300"," 3738","  19.087"," 127.489","  35.414","  15.381"," 104.374","  28.993"," 79","0"," 70"," 88","  79.928","4230.000","1175.000","  28.000","    0","  300"
"14:11:30:339","38613687624571","   6.343","  38.878"," 3087","  700"," 3300"," 3800","  22.620"," 129.823","  36.062","  18.876"," 106.322","  29.534"," 86","0"," 73"," 88","  81.694","4303.000","1195.278","  28.000","    0","  300"
"14:11:30:440","38613888047629","   6.443","  25.047"," 3083"," 1700"," 3300"," 3483","  14.806"," 131.310","  36.475","  11.453"," 107.472","  29.853"," 78","0"," 69"," 89","  81.112","4372.000","1214.444","  28.000","    0","  300"
"14:11:30:544","38614096780485","   6.548","  37.806"," 3281"," 1900"," 3300"," 3767","  22.980"," 133.712","  37.142","  19.240"," 109.483","  30.412"," 85","0"," 70"," 88","  80.915","4442.000","1233.889","  28.000","    0","  300"
"14:11:30:645","38614297261801","   6.648","  34.656"," 3292"," 2900"," 3300"," 3800","  21.307"," 135.851","  37.736","  17.273"," 111.217","  30.894"," 86","0"," 73"," 88","  81.580","4515.000","1254.167","  28.000","    0","  300"
"14:11:30:748","38614504430249","   6.752","  32.633"," 3289"," 2300"," 3300"," 3800","  19.959"," 137.922","  38.312","  15.984"," 112.875","  31.354"," 84","0"," 71"," 86","  81.081","4586.000","1273.889","  28.000","    0","  300"
"14:11:30:849","38614705697233","   6.853","  34.855"," 3286"," 1200"," 3300"," 3800","  21.835"," 140.123","  38.923","  17.923"," 114.682","  31.856"," 82","0"," 73"," 88","  81.706","4659.000","1294.167","  28.000","    0","  300"
"14:11:30:949","38614905808967","   6.953","  32.679"," 3292"," 3000"," 3300"," 3800","  19.679"," 142.095","  39.471","  15.816"," 116.267","  32.296"," 87","0"," 71"," 88","  81.595","4730.000","1313.889","  28.000","    0","  300"
"14:11:31:050","38615106406903","   7.053","  33.785"," 3284","  800"," 3300"," 3800","  20.454"," 144.150","  40.042","  16.385"," 117.913","  32.754"," 82","0"," 72"," 87","  80.922","4802.000","1333.889","  28.000","  500","  500"
"14:11:31:154","38615313589823","   7.157","  48.909"," 3180","  700"," 3300"," 3800","  24.495"," 146.691","  40.748","  20.095"," 119.998","  33.333"," 88","0"," 72"," 90","  83.845","4874.000","1353.889","  28.000","    0","  300"
"14:11:31:256","38615518337281","   7.260","  23.188"," 3207","  700"," 3300"," 3741","  14.577"," 148.186","  41.163","  10.730"," 121.098","  33.638"," 81","0"," 69"," 90","  81.293","4943.000","1373.056","  28.000","    0","  300"
"14:11:31:362","38615728932583","   7.365","   4.642"," 1776","  700"," 3300"," 1824","   3.524"," 148.557","  41.266","   1.123"," 121.217","  33.671"," 67","0"," 63"," 82","  69.662","5006.000","1390.556","  28.000","    0","  300"

"Total Elapsed Time (sec) = 7.365040"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 148.557495"
"Cumulative Package Energy_0 (mWh) = 41.265971"
"Average Package Power_0 (Watt) = 20.170631"

"Cumulative IA Energy_0 (Joules) = 121.216736"
"Cumulative IA Energy_0 (mWh) = 33.671316"
"Average Package IA_0 (Watt) = 16.458396"

"Cumulative DRAM Energy_0 (Joules) = 5006.000000"
"Cumulative DRAM Energy_0 (mWh) = 1390.555556"
"Average Package DRAM_0 (Watt) = 679.697636"
