"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:11:35:643","38624278483017","   1.132","  26.674"," 3283"," 2400"," 3300"," 3793","  16.807","  19.207","   5.335","  13.336","  15.330","   4.258"," 84","0"," 68"," 85","  78.033"," 736.000"," 204.444","  28.000","    0","  300"
"14:11:35:746","38624483570067","   1.234","  35.865"," 3291"," 2700"," 3300"," 3793","  22.281","  21.495","   5.971","  18.599","  17.241","   4.789"," 87","0"," 71"," 87","  80.886"," 807.000"," 224.167","  28.000","    0","  300"
"14:11:35:847","38624685295037","   1.335","  46.015"," 3197","  700"," 3300"," 3800","  25.191","  24.040","   6.678","  21.119","  19.374","   5.382"," 88","0"," 74"," 89","  84.033"," 881.000"," 244.722","  28.000","  500","  500"
"14:11:35:948","38624886459889","   1.436","  47.705"," 3291"," 2300"," 3300"," 3800","  28.552","  26.917","   7.477","  24.471","  21.839","   6.067"," 90","0"," 77"," 91","  86.443"," 958.000"," 266.111","  28.000","    0","  300"
"14:11:36:052","38625093763073","   1.540","  50.682"," 3290"," 1900"," 3300"," 3800","  30.067","  30.038","   8.344","  25.926","  24.531","   6.814"," 92","0"," 84"," 93","  88.970","1042.000"," 289.444","  28.000","    0","  300"
"14:11:36:152","38625294660553","   1.641","  50.841"," 3292"," 3000"," 3300"," 3800","  28.905","  32.946","   9.152","  24.910","  27.037","   7.510"," 92","0"," 82"," 94","  89.700","1124.000"," 312.222","  28.000","    0","  300"
"14:11:36:253","38625495918785","   1.741","  48.202"," 3292"," 2900"," 3300"," 3800","  29.079","  35.877","   9.966","  24.815","  29.538","   8.205"," 91","0"," 82"," 93","  89.690","1206.000"," 335.000","  28.000","    0","  300"
"14:11:36:356","38625702022807","   1.845","  47.783"," 3291"," 1800"," 3300"," 3800","  28.740","  38.844","  10.790","  24.808","  32.099","   8.916"," 92","0"," 81"," 94","  89.864","1287.000"," 357.500","  28.000","    0","  300"
"14:11:36:460","38625909239575","   1.948","  49.145"," 3293"," 3000"," 3300"," 3800","  29.112","  41.865","  11.629","  24.852","  34.678","   9.633"," 93","0"," 80"," 94","  89.808","1367.000"," 379.722","  28.000","    0","  300"
"14:11:36:560","38626109451537","   2.049","  48.638"," 3292"," 2800"," 3300"," 3800","  29.483","  44.821","  12.450","  25.537","  37.239","  10.344"," 94","0"," 84"," 95","  91.085","1451.000"," 403.056","  28.000","    0","  300"
"14:11:36:662","38626312528163","   2.150","  43.518"," 3289"," 2200"," 3300"," 3795","  25.880","  47.453","  13.181","  21.960","  39.472","  10.964"," 89","0"," 78"," 96","  89.785","1529.000"," 424.722","  28.000","    0","  300"
"14:11:36:762","38626512959257","   2.251","  43.126"," 3289"," 1100"," 3300"," 3800","  26.864","  50.149","  13.930","  22.830","  41.763","  11.601"," 89","0"," 79"," 94","  88.967","1608.000"," 446.667","  28.000","  500","  500"
"14:11:36:863","38626713441357","   2.351","  44.800"," 3266"," 2200"," 3300"," 3800","  26.900","  52.850","  14.681","  22.946","  44.067","  12.241"," 92","0"," 77"," 95","  88.335","1685.000"," 468.056","  28.000","    0","  300"
"14:11:36:963","38626913546625","   2.451","  49.724"," 3292"," 2300"," 3300"," 3800","  29.271","  55.783","  15.495","  25.354","  46.608","  12.947"," 94","0"," 82"," 94","  90.517","1767.000"," 490.833","  28.000","    0","  300"
"14:11:37:063","38627113690991","   2.552","  61.215"," 3292"," 2900"," 3300"," 3800","  32.624","  59.053","  16.404","  28.636","  49.478","  13.744"," 94","0"," 89"," 98","  93.869","1856.000"," 515.556","  28.000","    0","  300"
"14:11:37:167","38627321066395","   2.655","  49.977"," 3293"," 3200"," 3300"," 3800","  30.254","  62.195","  17.277","  26.605","  52.241","  14.511"," 96","0"," 86"," 97","  93.421","1942.000"," 539.444","  28.000","    0","  300"
"14:11:37:270","38627527500527","   2.759","  51.154"," 3282","  700"," 3300"," 3800","  30.111","  65.308","  18.141","  25.990","  54.928","  15.258"," 94","0"," 82"," 96","  92.894","2024.000"," 562.222","  28.000","    0","  300"
"14:11:37:371","38627727993493","   2.859","  46.682"," 3290"," 2300"," 3300"," 3800","  27.552","  68.075","  18.910","  23.211","  57.259","  15.905"," 91","0"," 80"," 95","  90.589","2104.000"," 584.444","  28.000","    0","  300"
"14:11:37:472","38627929235665","   2.960","  51.354"," 3281"," 2300"," 3300"," 3800","  29.083","  71.006","  19.724","  25.163","  59.795","  16.610"," 93","0"," 81"," 96","  91.483","2185.000"," 606.944","  28.000","    0","  300"
"14:11:37:573","38628131046789","   3.061","  32.985"," 3256"," 1400"," 3300"," 3792","  21.799","  73.209","  20.336","  17.972","  61.611","  17.114"," 89","0"," 75"," 94","  88.115","2260.000"," 627.778","  28.000","    0","  300"
"14:11:37:677","38628338657371","   3.165","  48.090"," 3288"," 1900"," 3300"," 3800","  27.860","  76.106","  21.140","  23.434","  64.048","  17.791"," 92","0"," 75"," 94","  88.705","2335.000"," 648.611","  28.000","    0","  300"
"14:11:37:778","38628540316919","   3.266","  41.247"," 3290"," 2100"," 3300"," 3800","  25.674","  78.698","  21.861","  21.622","  66.231","  18.398"," 90","0"," 78"," 94","  88.857","2413.000"," 670.278","  28.000","    0","  300"
"14:11:37:878","38628740530089","   3.366","  48.169"," 3292"," 2800"," 3300"," 3800","  28.440","  81.550","  22.653","  24.173","  68.655","  19.071"," 93","0"," 79"," 94","  89.698","2492.000"," 692.222","  28.000","    0","  300"
"14:11:37:978","38628940967009","   3.467","  56.648"," 3292"," 2600"," 3300"," 3800","  29.246","  84.486","  23.468","  25.135","  71.178","  19.772"," 93","0"," 81"," 98","  92.695","2573.000"," 714.722","  28.000","    0","  300"
"14:11:38:080","38629143849775","   3.568","  53.318"," 3290"," 1600"," 3300"," 3800","  29.665","  87.500","  24.306","  24.834","  73.701","  20.473"," 92","0"," 83"," 95","  91.376","2656.000"," 737.778","  28.000","    0","  300"
"14:11:38:184","38629351976145","   3.673","  46.622"," 3291"," 2500"," 3300"," 3800","  27.951","  90.413","  25.115","  23.499","  76.151","  21.153"," 91","0"," 79"," 96","  90.775","2735.000"," 759.722","  28.000","    0","  300"
"14:11:38:284","38629552240061","   3.773","  47.123"," 3290"," 1900"," 3300"," 3800","  28.490","  93.271","  25.908","  24.414","  78.599","  21.833"," 93","0"," 82"," 97","  91.889","2817.000"," 782.500","  28.000","    0","  300"
"14:11:38:385","38629752814375","   3.873","  47.031"," 3293"," 2900"," 3300"," 3800","  28.901","  96.174","  26.715","  24.697","  81.080","  22.522"," 92","0"," 82"," 95","  91.717","2899.000"," 805.278","  28.000","    0","  300"
"14:11:38:485","38629953271153","   3.974","  41.724"," 3291"," 2400"," 3300"," 3800","  25.549","  98.738","  27.427","  21.658","  83.254","  23.126"," 91","0"," 77"," 95","  91.367","2976.000"," 826.667","  28.000","    0","  300"
"14:11:38:585","38630153489271","   4.074","  42.971"," 3291"," 2400"," 3300"," 3800","  25.935"," 101.339","  28.150","  21.897","  85.450","  23.736"," 94","0"," 80"," 94","  89.393","3056.000"," 848.889","  28.000","    0","  300"
"14:11:38:689","38630360954683","   4.178","  45.882"," 3293"," 3000"," 3300"," 3800","  27.587"," 104.205","  28.946","  23.395","  87.880","  24.411"," 93","0"," 81"," 95","  90.232","3137.000"," 871.389","  28.000","    0","  300"
"14:11:38:793","38630568382905","   4.282","  47.692"," 3290"," 2600"," 3300"," 3800","  28.487"," 107.164","  29.768","  24.524","  90.428","  25.119"," 94","0"," 78"," 98","  91.161","3215.000"," 893.056","  28.000","    0","  300"
"14:11:38:894","38630770543479","   4.383","  47.939"," 3293"," 2900"," 3300"," 3800","  29.595"," 110.161","  30.600","  25.556","  93.015","  25.838"," 96","0"," 82"," 97","  93.185","3297.000"," 915.833","  28.000","    0","  300"
"14:11:38:995","38630971016587","   4.483","  47.921"," 3292"," 2800"," 3300"," 3800","  29.022"," 113.074","  31.410","  25.017","  95.527","  26.535"," 95","0"," 83"," 98","  93.163","3380.000"," 938.889","  28.000","    0","  300"
"14:11:39:098","38631177812563","   4.587","  46.844"," 3293"," 3100"," 3300"," 3800","  29.239"," 116.102","  32.251","  25.248","  98.142","  27.262"," 96","0"," 81"," 98","  93.298","3461.000"," 961.389","  28.000","    0","  300"
"14:11:39:200","38631380415511","   4.688","  53.588"," 3129","  700"," 3300"," 3800","  28.548"," 118.999","  33.055","  23.986"," 100.575","  27.938"," 95","0"," 82"," 98","  92.359","3543.000"," 984.167","  28.000","    0","  300"
"14:11:39:300","38631580962941","   4.789","  49.002"," 3210","  700"," 3300"," 3800","  28.157"," 121.827","  33.841","  23.755"," 102.961","  28.600"," 95","0"," 81"," 97","  92.717","3624.000","1006.667","  28.000","    0","  300"
"14:11:39:401","38631781204749","   4.889","  52.289"," 3291"," 2000"," 3300"," 3800","  30.474"," 124.883","  34.690","  26.534"," 105.622","  29.339"," 96","0"," 83"," 98","  94.114","3707.000","1029.722","  28.000","    0","  300"
"14:11:39:505","38631990027805","   4.994","  42.765"," 3293"," 3200"," 3300"," 3800","  27.705"," 127.780","  35.495","  23.928"," 108.124","  30.035"," 97","0"," 82","100","  94.315","3789.000","1052.500","  28.000","    0","  300"
"14:11:39:606","38632190450847","   5.094","  40.277"," 3291"," 2700"," 3300"," 3800","  26.766"," 130.467","  36.241","  22.865"," 110.419","  30.672"," 96","0"," 80"," 99","  92.905","3869.000","1074.722","  28.000","    0","  300"
"14:11:39:706","38632390557017","   5.194","  40.753"," 3280","  700"," 3300"," 3800","  26.447"," 133.117","  36.977","  22.637"," 112.688","  31.302"," 97","0"," 79"," 99","  92.032","3948.000","1096.667","  28.000","    0","  300"
"14:11:39:809","38632596080037","   5.297","  40.426"," 3289"," 1900"," 3300"," 3800","  26.541"," 135.849","  37.736","  22.622"," 115.016","  31.949"," 95","0"," 78"," 98","  92.632","4026.000","1118.333","  28.000","    0","  300"
"14:11:39:912","38632801712257","   5.400","  39.795"," 3291"," 2600"," 3300"," 3800","  26.408"," 138.569","  38.491","  22.623"," 117.346","  32.596"," 95","0"," 79"," 97","  91.957","4105.000","1140.278","  28.000","    0","  300"
"14:11:40:014","38633005284597","   5.502","  20.427"," 3317"," 2000"," 3800"," 3800","  15.284"," 140.127","  38.924","  12.023"," 118.572","  32.937"," 85","0"," 72","100","  88.888","4177.000","1160.278","  28.000","    0","  300"
"14:11:40:116","38633210043345","   5.605","  40.929"," 3291"," 2200"," 3300"," 3800","  25.634"," 142.755","  39.654","  21.875"," 120.815","  33.560"," 92","0"," 74"," 95","  88.459","4251.000","1180.833","  28.000","    0","  300"
"14:11:40:216","38633410338805","   5.705","  45.552"," 3292"," 2800"," 3300"," 3800","  27.262"," 145.490","  40.414","  22.677"," 123.090","  34.192"," 94","0"," 80"," 94","  90.325","4331.000","1203.056","  28.000","    0","  300"
"14:11:40:321","38633618743165","   5.809","  57.704"," 3218","  700"," 3300"," 3800","  29.944"," 148.615","  41.282","  24.982"," 125.697","  34.916"," 94","0"," 83"," 96","  92.182","4414.000","1226.111","  28.000","    0","  300"
"14:11:40:426","38633828231869","   5.914","  51.336"," 3254","  700"," 3300"," 3800","  29.392"," 151.699","  42.139","  25.059"," 128.326","  35.646"," 96","0"," 85"," 97","  93.029","4499.000","1249.722","  28.000","    0","  300"
"14:11:40:529","38634033781223","   6.017","  49.400"," 2968","  700"," 3300"," 3796","  24.201"," 154.190","  42.831","  20.170"," 130.402","  36.223"," 92","0"," 78"," 99","  91.762","4577.000","1271.389","  28.000","    0","  300"
"14:11:40:632","38634240595885","   6.121","  26.653"," 3286"," 2000"," 3300"," 3800","  17.748"," 156.028","  43.341","  14.233"," 131.876","  36.632"," 84","0"," 76"," 94","  85.259","4653.000","1292.500","  28.000","    0","  300"
"14:11:40:733","38634440863649","   6.221","  38.928"," 3053","  700"," 3300"," 3795","  21.089"," 158.143","  43.929","  17.408"," 133.622","  37.117"," 88","0"," 78"," 92","  85.046","4731.000","1314.167","  28.000","    0","  300"
"14:11:40:833","38634641736895","   6.322","  37.469"," 3289"," 2100"," 3300"," 3800","  23.434"," 160.501","  44.584","  19.811"," 135.615","  37.671"," 92","0"," 77"," 93","  88.347","4808.000","1335.556","  28.000","    0","  300"
"14:11:40:934","38634842262231","   6.422","  39.878"," 3258"," 2200"," 3300"," 3800","  23.843"," 162.895","  45.249","  20.054"," 137.629","  38.230"," 92","0"," 76"," 94","  88.282","4884.000","1356.667","  28.000","    0","  300"
"14:11:41:035","38635044797661","   6.523","  35.302"," 3293"," 3200"," 3300"," 3800","  22.300"," 165.157","  45.877","  18.499"," 139.505","  38.752"," 91","0"," 77"," 95","  87.965","4961.000","1378.056","  28.000","    0","  300"
"14:11:41:137","38635249308385","   6.626","  34.032"," 3291"," 2400"," 3300"," 3800","  21.266"," 167.335","  46.482","  17.152"," 141.262","  39.239"," 89","0"," 77"," 93","  86.636","5038.000","1399.444","  28.000","    0","  300"
"14:11:41:238","38635450547639","   6.727","  34.522"," 3291"," 2700"," 3300"," 3800","  21.201"," 169.472","  47.075","  17.387"," 143.014","  39.726"," 93","0"," 78"," 94","  87.121","5116.000","1421.111","  28.000","    0","  300"
"14:11:41:343","38635659517897","   6.831","  31.835"," 3290"," 2300"," 3300"," 3800","  19.990"," 171.564","  47.657","  16.139"," 144.703","  40.195"," 90","0"," 74"," 94","  87.044","5190.000","1441.667","  28.000","    0","  300"
"14:11:41:447","38635868096981","   6.936","  38.412"," 3292"," 3000"," 3300"," 3800","  22.234"," 173.886","  48.302","  17.959"," 146.579","  40.716"," 92","0"," 77"," 92","  86.071","5267.000","1463.056","  28.000","    0","  300"
"14:11:41:550","38636072881081","   7.038","  32.146"," 3227","  700"," 3300"," 3800","  19.781"," 175.915","  48.865","  16.033"," 148.224","  41.173"," 91","0"," 74"," 96","  90.680","5341.000","1483.611","  28.000","    0","  300"
"14:11:41:651","38636275468385","   7.140","  19.147"," 3112","  700"," 3300"," 3690","  12.062"," 177.138","  49.205","   8.190"," 149.055","  41.404"," 74","0"," 72"," 92","  80.833","5413.000","1503.611","  28.000","    0","  300"

"Total Elapsed Time (sec) = 7.139778"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 177.138489"
"Cumulative Package Energy_0 (mWh) = 49.205136"
"Average Package Power_0 (Watt) = 24.810083"

"Cumulative IA Energy_0 (Joules) = 149.054565"
"Cumulative IA Energy_0 (mWh) = 41.404046"
"Average Package IA_0 (Watt) = 20.876638"

"Cumulative DRAM Energy_0 (Joules) = 5413.000000"
"Cumulative DRAM Energy_0 (mWh) = 1503.611111"
"Average Package DRAM_0 (Watt) = 758.146807"
