TC,LOC,SC,E
org.apache.commons.cli.PatternOptionBuilderTest#testNumberPattern,10,3,171.101898
org.apache.commons.cli.HelpFormatterTest#testPrintRequiredOptionGroupUsage,13,3,173.773911
org.apache.commons.cli.ValueTest#testShortWithArg,5,0,170.041855
org.apache.commons.cli.BasicParserTest#testUnambiguousPartialLongOption1,2,1,162.53334
org.apache.commons.cli.HelpFormatterTest#testPrintHelpNewlineHeader,11,2,162.112396
org.apache.commons.cli.ValueTest#testShortOptionalArgValues,10,0,170.351807
org.apache.commons.cli.BasicParserTest#testDoubleDash2,2,1,170.179245
org.apache.commons.cli.ParserTestCase#testUnambiguousPartialLongOption3,9,2,156.519562
org.apache.commons.cli.DefaultParserTest#testLongOptionWithEqualsQuoteHandling,5,1,170.699005
org.apache.commons.cli.ParserTestCase#testLongWithoutEqualDoubleDash,7,2,158.654526
org.apache.commons.cli.TypeHandlerTest#testCreateValueURL,5,0,161.601898
org.apache.commons.cli.TypeHandlerTest#testCreateValueURL_malformed,3,0,160.998184
org.apache.commons.cli.ParserTestCase#testUnambiguousPartialLongOption4,9,2,157.349808
org.apache.commons.cli.ParserTestCase#testMultiple,12,7,162.207626
org.apache.commons.cli.ParserTestCase#testStopAtNonOptionShort,6,3,162.508804
org.apache.commons.cli.OptionsTest#testHelpOptions,25,2,165.691681
org.apache.commons.cli.ParserTestCase#testUnrecognizedOption,10,3,164.950531
org.apache.commons.cli.ValuesTest#testCharSeparator,14,0,168.945587
org.apache.commons.cli.OptionTest#testHasArgs,13,0,161.695511
org.apache.commons.cli.bug.BugCLI71Test#testLackOfError,10,0,163.367432
org.apache.commons.cli.BasicParserTest#testAmbiguousPartialLongOption3,2,1,178.84256
org.apache.commons.cli.bug.BugsTest#test31148,13,0,162.092789
org.apache.commons.cli.ValueTest#testLongOptionalArgValues,10,0,159.967819
org.apache.commons.cli.DefaultParserTest#testLongOptionQuoteHandlingWithoutStrip,6,5,168.325287
org.apache.commons.cli.PatternOptionBuilderTest#testURLPattern,7,1,162.737625
org.apache.commons.cli.DefaultParserTest#testShortOptionQuoteHandlingWithStrip,6,5,167.309921
org.apache.commons.cli.BasicParserTest#testPropertiesOption2,2,1,163.959473
org.apache.commons.cli.ValueTest#testLongWithArgWithOption,5,0,159.805008
org.apache.commons.cli.HelpFormatterTest#testIndentedHeaderAndFooter,9,3,168.227158
org.apache.commons.cli.OptionGroupTest#testSingleLongOption,10,0,166.203644
org.apache.commons.cli.OptionBuilderTest#testBuilderIsResettedAlways,16,7,168.2061
org.apache.commons.cli.GnuParserTest#testLongWithUnexpectedArgument2,2,1,167.574234
org.apache.commons.cli.HelpFormatterTest#testPrintSortedUsage,16,5,162.502472
org.apache.commons.cli.ParserTestCase#testLongOptionWithEqualsQuoteHandling,5,1,167.761078
org.apache.commons.cli.OptionTest#testHasArgName,9,0,166.799454
org.apache.commons.cli.ParserTestCase#testAmbiguousPartialLongOption4,17,3,156.687012
org.apache.commons.cli.ValueTest#testShortOptionalArgValue,7,0,165.259232
org.apache.commons.cli.GnuParserTest#testAmbiguousPartialLongOption3,2,1,162.791901
org.apache.commons.cli.ValuesTest#testMultipleArgValues,4,0,159.084656
org.apache.commons.cli.GnuParserTest#testUnambiguousPartialLongOption1,2,1,167.91037
org.apache.commons.cli.HelpFormatterTest#testOptionWithoutShortFormat2,26,4,169.895523
org.apache.commons.cli.ValueTest#testShortOptionalArgValuesWithOption,10,0,168.790436
org.apache.commons.cli.PatternOptionBuilderTest#testExistingFilePatternFileNotExist,6,1,167.078705
org.apache.commons.cli.OptionBuilderTest#testBaseOptionCharOpt,6,7,165.713058
org.apache.commons.cli.UtilTest#testStripLeadingAndTrailingQuotes,7,5,166.29715
org.apache.commons.cli.OptionsTest#testMissingOptionsException,12,3,162.300858
org.apache.commons.cli.BasicParserTest#testUnambiguousPartialLongOption2,2,1,162.514557
org.apache.commons.cli.OptionsTest#testDuplicateSimple,6,3,166.90654
org.apache.commons.cli.DefaultParserTest#testLongOptionWithEqualsQuoteHandlingWithoutStrip,6,5,169.82106
org.apache.commons.cli.TypeHandlerTest#testCreateValueNumber_Long,3,0,165.953659
org.apache.commons.cli.OptionGroupTest#testTwoLongOptionsFromGroup,12,2,166.429855
org.apache.commons.cli.CommandLineTest#testGetParsedOptionValue,9,6,167.291519
org.apache.commons.cli.ParserTestCase#testMissingArg,12,2,158.515076
org.apache.commons.cli.ParserTestCase#testPropertyOptionUnexpected,11,2,164.333557
org.apache.commons.cli.TypeHandlerTest#testCreateValueObject_notInstantiableClass,3,0,161.809647
org.apache.commons.cli.bug.BugsTest#test11680,10,0,167.884766
org.apache.commons.cli.HelpFormatterTest#testOptionWithoutShortFormat,10,3,164.321899
org.apache.commons.cli.DefaultParserTest#testShortOptionConcatenatedQuoteHandling,5,1,162.970718
org.apache.commons.cli.ValueTest#testLongNoArgWithOption,4,0,169.633713
org.apache.commons.cli.bug.BugCLI71Test#testBasic,6,0,162.333176
org.apache.commons.cli.ParserTestCase#testWithRequiredOption,11,1,161.808212
org.apache.commons.cli.OptionGroupTest#testTwoOptionsFromDifferentGroup,10,0,168.55011
org.apache.commons.cli.HelpFormatterTest#testRenderWrappedTextMultiLinePadded,9,2,162.37883
org.apache.commons.cli.ParserTestCase#testSingleDash,9,5,162.133835
org.apache.commons.cli.ValuesTest#testExtraArgs,3,0,161.813843
org.apache.commons.cli.OptionGroupTest#testTwoOptionsFromGroup,12,2,168.523239
org.apache.commons.cli.BasicParserTest#testLongWithoutEqualSingleDash,2,1,163.971405
org.apache.commons.cli.ParserTestCase#testShortOptionConcatenatedQuoteHandling,5,1,161.569443
org.apache.commons.cli.PosixParserTest#testNegativeOption,2,1,162.620773
org.apache.commons.cli.ParserTestCase#testUnlimitedArgs,11,3,164.527496
org.apache.commons.cli.TypeHandlerTest#testCreateValueString,3,0,169.934555
org.apache.commons.cli.ValueTest#testShortOptionalArgNoValue,7,0,166.699234
org.apache.commons.cli.BasicParserTest#testAmbiguousLongWithoutEqualSingleDash,2,1,164.096939
org.apache.commons.cli.OptionBuilderTest#testTwoCompleteOptions,18,24,161.972366
org.apache.commons.cli.bug.BugCLI71Test#testMistakenArgument,8,0,168.561386
org.apache.commons.cli.HelpFormatterTest#testFindWrapPos,15,7,170.693069
org.apache.commons.cli.CommandLineTest#testGetParsedOptionValueWithChar,9,7,168.629333
org.apache.commons.cli.PatternOptionBuilderTest#testObjectPattern,8,1,164.222733
org.apache.commons.cli.PatternOptionBuilderTest#testSimplePattern,36,7,160.737732
org.apache.commons.cli.ValueTest#testShortNoArgWithOption,4,0,168.173553
org.apache.commons.cli.OptionTest#testSubclass,6,0,169.185867
org.apache.commons.cli.OptionBuilderTest#testCreateIncompleteOption,9,4,168.643219
org.apache.commons.cli.ValuesTest#testShortArgsWithValue,8,0,168.158844
org.apache.commons.cli.bug.BugsTest#test15046,11,0,170.296341
org.apache.commons.cli.OptionTest#testClear,8,0,166.928436
org.apache.commons.cli.OptionGroupTest#testGetNames,9,6,166.88707
org.apache.commons.cli.ParserTestCase#testStopBursting,8,4,157.954819
org.apache.commons.cli.OptionBuilderTest#testSpecialOptChars,12,6,163.133392
org.apache.commons.cli.ApplicationTest#testNLT,30,0,171.382614
org.apache.commons.cli.ParserTestCase#testLongWithUnexpectedArgument1,13,3,164.142456
org.apache.commons.cli.OptionGroupTest#testSingleOption,10,0,161.116089
org.apache.commons.cli.ValueTest#testLongOptionalNoValueWithOption,7,0,166.505096
org.apache.commons.cli.BasicParserTest#testStopBursting,2,1,166.572449
org.apache.commons.cli.PosixParserTest#testAmbiguousLongWithoutEqualSingleDash,2,1,164.628754
org.apache.commons.cli.ParserTestCase#testStopAtUnexpectedArg,6,3,164.941864
org.apache.commons.cli.HelpFormatterTest#testRenderWrappedTextMultiLine,8,2,161.940308
