TC,LOC,SC,E
org.apache.commons.text.StringEscapeUtilsTest#testUnescapeHexCharsHtml,11,3,196.036301
org.apache.commons.text.CharacterPredicatesTest#testAsciiLetters,11,10,187.005966
org.apache.commons.text.RandomStringGeneratorTest#testGenerateMinMaxLengthMinGreaterThanMax,7,3,220.941818
org.apache.commons.text.lookup.UrlStringLookupTest#testBadCharsetName,3,1,186.596786
org.apache.commons.text.lookup.PropertiesStringLookupTest#testMissingFile,3,1,185.000778
org.apache.commons.text.StrSubstitutorTest#testDisableSubstitutionInValues,13,3,186.279236
org.apache.commons.text.TextStringBuilderTest#testIndexOf_char_int,15,0,185.55249
org.apache.commons.text.lookup.SystemPropertyStringLookupTest#testToString,3,0,185.631439
org.apache.commons.text.StrBuilderTest#testLength,6,0,184.06514
org.apache.commons.text.StringTokenizerTest#testBasicQuotedTrimmed1,11,11,184.341354
org.apache.commons.text.similarity.JaccardDistanceTest#testGettingJaccardDistance,15,27,187.535553
org.apache.commons.text.numbers.ParsedDecimalTest#testFrom_notFinite,6,0,187.719955
org.apache.commons.text.AlphabetConverterTest#testCreateConverterFromMapAndEquals,8,6,190.771881
org.apache.commons.text.FormattableUtilsTest#testAppendWithNullFormatterAndIntsThrowsNullPointerException,3,0,190.905685
org.apache.commons.text.StrBuilderTest#testAppendCharSequence,19,0,183.173706
org.apache.commons.text.similarity.JaroWinklerDistanceTest#testGetJaroWinklerDistance_StringNull,3,1,189.316589
org.apache.commons.text.StringTokenizerTest#testReset_String,9,10,182.571686
org.apache.commons.text.TextStringBuilderAppendInsertTest#testAppendWithSeparators_Collection,17,0,192.225204
org.apache.commons.text.StringSubstitutorTest#testStaticReplacePrefixSuffix,5,1,188.693558
org.apache.commons.text.StrSubstitutorTest#testReplaceInTakingStringBuilderWithNull,5,4,185.320587
org.apache.commons.text.FormattableUtilsTest#testIllegalEllipsis,3,0,188.671524
org.apache.commons.text.StrMatcherTest#testCommaMatcher,7,9,186.821564
org.apache.commons.text.StringEscapeUtilsTest#testEscapeXml11,9,1,189.286438
org.apache.commons.text.StrBuilderTest#testTrim,14,0,187.742874
org.apache.commons.text.StringTokenizerTest#testCSVEmpty,4,2,188.256577
org.apache.commons.text.StringSubstitutorTest#testSubstitutePreserveEscape,11,6,186.408249
org.apache.commons.text.WordUtilsTest#testWrapWithRegexMatchOfLength0,3,3,186.918793
org.apache.commons.text.StrTokenizerTest#testBasicIgnoreTrimmed2,12,12,188.775467
org.apache.commons.text.TextStringBuilderTest#testConstructorCharSequence,7,0,192.206299
org.apache.commons.text.matcher.StringMatcherOnCharArrayTest#testStringMatcher_String_fromChars,4,0,188.506439
org.apache.commons.text.similarity.LevenshteinDetailedDistanceTest#testGetLevenshteinDetailedDistance_StringStringInt,197,164,186.03952
org.apache.commons.text.similarity.IntersectionSimilarityTest#testApplyStringNull,3,1,204.003113
org.apache.commons.text.TextStringBuilderAppendInsertTest#testAppendSeparator_char,9,0,188.91713
org.apache.commons.text.StrBuilderAppendInsertTest#testAppendln_Boolean,8,0,188.676422
org.apache.commons.text.AlphabetConverterTest#testEqualsWithNull,5,4,191.42569
org.apache.commons.text.similarity.LevenshteinDistanceTest#testGetLevenshteinDistance_NullStringInt,3,1,186.4431
org.apache.commons.text.StrBuilderTest#testLastIndexOf_StrMatcher,14,0,189.270279
org.apache.commons.text.lookup.Base64DecoderStringLookupTest#test,3,0,190.614334
org.apache.commons.text.lookup.LocalHostStringLookupTest#testName,3,2,208.364853
org.apache.commons.text.StrBuilderAppendInsertTest#testAppendAll_Iterator,11,0,192.546967
org.apache.commons.text.TextStringBuilderTest#testAppendTakingTwoIntsWithIndexOutOfBoundsThrowsStringIndexOutOfBoundsExceptionTwo,9,0,188.97258
org.apache.commons.text.TextStringBuilderAppendInsertTest#testAppend_Object,19,0,207.458817
org.apache.commons.text.StrBuilderTest#testIsEmpty,8,0,185.837936
org.apache.commons.text.similarity.LevenshteinDetailedDistanceTest#testGetDefaultInstanceTwo,5,4,185.604507
org.apache.commons.text.StrTokenizerTest#test4,14,11,187.950455
org.apache.commons.text.StringSubstitutorTest#testReplaceSimpleKeySize3,3,1,189.537842
org.apache.commons.text.similarity.ParameterizedEditDistanceFromTest#test,4,0,189.493149
org.apache.commons.text.matcher.StringMatcherOnCharArrayTest#testTabMatcher,11,0,189.561157
org.apache.commons.text.translate.EntityArraysTest#testJavaCtrlCharsMap,3,1,190.533051
org.apache.commons.text.similarity.JaroWinklerDistanceTest#testGetJaroWinklerDistance_NullNull,3,1,186.449844
org.apache.commons.text.similarity.LongestCommonSubsequenceDistanceTest#testGettingLongestCommonSubsequenceDistanceStringNull,3,1,187.338852
org.apache.commons.text.similarity.ParameterizedSimilarityScoreFromTest#test,4,0,190.400711
org.apache.commons.text.CharacterPredicatesTest#testLetters,7,6,191.500748
org.apache.commons.text.StringTokenizerTest#test7,14,11,185.073105
org.apache.commons.text.similarity.IntersectionResultTest#testNewIntersectionResult_WithZeros,6,2,181.118835
org.apache.commons.text.StringSubstitutorTest#testGetSetEscape,6,6,188.182037
org.apache.commons.text.StrBuilderTest#testLastIndexOf_char_int,13,0,188.058731
org.apache.commons.text.TextStringBuilderTest#testAsReader,50,0,187.768051
org.apache.commons.text.lookup.Base64EncoderStringLookupTest#test,3,0,182.763168
org.apache.commons.text.lookup.BiFunctionStringLookupTest#testConcurrentHashMapNull,3,4,183.501114
org.apache.commons.text.lookup.JavaPlatformStringLookupTest#testVm,4,2,182.759995
