TC,LOC,SC,E
org.apache.commons.mail.HtmlEmailTest#testGetSetHtmlMsg,15,7,204.313354
org.apache.commons.mail.EmailTest#testGetSetDebug,6,2,161.721542
org.apache.commons.mail.EmailTest#testAddBcc,11,8,164.698273
org.apache.commons.mail.resolver.DataSourceCompositeResolverTest#testExternalModification,7,3,161.0439
org.apache.commons.mail.EmailTest#testCorrectContentTypeForPNG,14,13,170.736771
org.apache.commons.mail.EmailTest#testSetSubjectValid,10,9,159.482376
org.apache.commons.mail.MultiPartEmailTest#testAttach2,4,2,197.483139
org.apache.commons.mail.util.IDNEmailAddressConverterTest#testNonIDNEmailAddressToAsciiConversion,3,2,162.525085
org.apache.commons.mail.EmailAttachmentTest#testGetSetDisposition,6,3,161.068329
org.apache.commons.mail.EmailTest#testGetSetSession,10,2,162.89801
org.apache.commons.mail.util.IDNEmailAddressConverterTest#testConvertInvalidEmailAddressToAscii,9,8,162.22905
org.apache.commons.mail.util.MimeMessageParserTest#testMultipartTextAttachment,25,37,167.882843
org.apache.commons.mail.EmailTest#testSendCorrectSmtpPortContainedInException,17,8,170.686981
org.apache.commons.mail.EmailAttachmentTest#testGetSetPath,6,3,161.842789
org.apache.commons.mail.EmailTest#testAddReplyTo2,12,8,162.803986
org.apache.commons.mail.HtmlEmailTest#testAddZipUrl,21,5,217.152863
org.apache.commons.mail.util.MimeMessageParserTest#testParseSimpleReplyEmail,19,31,166.053177
org.apache.commons.mail.SimpleEmailTest#testGetSetMsg,15,7,159.627213
org.apache.commons.mail.EmailTest#testToInternetAddressArray,8,4,161.346603
org.apache.commons.mail.EmailTest#testSetFrom,10,5,163.06459
org.apache.commons.mail.util.MimeMessageParserTest#testMultipartTextAttachmentOnly,25,37,169.082138
org.apache.commons.mail.InvalidInternetAddressTest#testValidateMethod,28,0,162.4207
org.apache.commons.mail.util.IDNEmailAddressConverterTest#testRoundTripConversionOfIDNEmailAddress,5,3,162.127594
org.apache.commons.mail.util.MimeMessageParserTest#testParseSimpleEmail,19,31,165.838882
org.apache.commons.mail.HtmlEmailTest#testEmbedUrl,21,10,222.166534
org.apache.commons.mail.HtmlEmailTest#testEmbedDataSource,22,6,223.366409
org.apache.commons.mail.InvalidAddressTest#testAddInvalidTo,10,0,162.150711
org.apache.commons.mail.util.MimeMessageParserTest#testParseHtmlEmailWithHtmlAttachment,25,37,168.882767
org.apache.commons.mail.SimpleEmailTest#testSend,19,4,173.887451
org.apache.commons.mail.EmailTest#testAddCc,11,8,161.370834
org.apache.commons.mail.ImageHtmlEmailTest#testSendHTMLAutoResolveMultipleFiles,24,9,224.441208
org.apache.commons.mail.EmailTest#testSupportForInternationalDomainNames,17,18,167.011887
org.apache.commons.mail.EmailTest#testGetHeaders,7,4,167.962738
org.apache.commons.mail.EmailLiveTest#testPartialSend,9,0,169.774918
org.apache.commons.mail.EmailLiveTest#testImageHtmlEmailLocal,9,0,172.561249
org.apache.commons.mail.EmailTest#testGetSetBounceAddress,6,5,162.302963
org.apache.commons.mail.EmailTest#testAddCcWithEncoding,13,8,160.588791
org.apache.commons.mail.EmailTest#testSetContentEmptyMimeMultipart,5,2,164.611542
org.apache.commons.mail.EmailTest#testGetHeader,8,5,163.238373
org.apache.commons.mail.HtmlEmailTest#testCallingBuildMimeMessageBeforeSent,23,5,209.18988
org.apache.commons.mail.HtmlEmailTest#testHtmlMailMimeLayout,5,0,213.742569
org.apache.commons.mail.HtmlEmailTest#testSend2,35,5,214.27948
org.apache.commons.mail.EmailTest#testDefaultCharsetAppliesToTextContent,13,11,168.65155
org.apache.commons.mail.ImageHtmlEmailTest#testEmail127,16,3,220.513168
org.apache.commons.mail.ImageHtmlEmailTest#testSendHTMLAbsoluteLocalFile,18,6,220.503357
org.apache.commons.mail.HtmlEmailTest#testSendWithDefaultCharset,19,1,202.680099
org.apache.commons.mail.HtmlEmailTest#testSend,43,9,217.996933
org.apache.commons.mail.MultiPartEmailTest#testAddPart2,6,4,196.157715
org.apache.commons.mail.EmailTest#testAddCcArray,9,7,160.807327
org.apache.commons.mail.resolver.DataSourceUrlResolverTest#testResolvingFilesLenient,7,8,158.142639
org.apache.commons.mail.MultiPartEmailTest#testAttach,41,17,212.724777
org.apache.commons.mail.HtmlEmailTest#testGetSetTextMsg,15,7,202.397934
org.apache.commons.mail.MultiPartEmailTest#testGetContainer,3,2,197.670578
org.apache.commons.mail.InvalidAddressTest#testAddInvalidBcc,10,0,161.585754
org.apache.commons.mail.InvalidAddressTest#testSetInvalidFrom,10,0,159.716965
org.apache.commons.mail.util.MimeMessageParserTest#testParseMultipartReport,26,37,164.216293
org.apache.commons.mail.EmailTest#testSetContentMimeMultipart,5,2,161.029541
org.apache.commons.mail.EmailTest#testAddToArray,9,7,161.522247
org.apache.commons.mail.EmailAttachmentTest#testGetSetURL,8,3,159.913559
org.apache.commons.mail.EmailTest#testAddBccArray,9,7,160.925385
org.apache.commons.mail.resolver.DataSourceFileResolverTest#testResolvingFileLenient,8,9,162.637497
